episode,time,step,time1,air_temperature,ground_temperature,hvac_temperature,basement_temperature,main_temperature,attic_temperature,heat_added,action,reward,total_reward,terminal,,,,,
1163,1163,500,450900,0,10,2.997,21.85124806,24.87662848,20.27313846,2307.69,2,-0.976594905,539093.4453,TRUE,,,,,
1164,1164,500,450900,0,10,2.997,21.68839364,24.20090821,20.11028403,2289.708,2,-2,539664.5443,TRUE,,,,,
1165,1165,500,450900,0,10,2.997,22.0125152,25.14874418,20.4344056,2289.708,2,-0.881856781,540198.6388,TRUE,,,,,
1166,1166,500,450900,0,10,2.997,22.06468515,25.2020156,20.48657555,2265.732,2,-0.872574749,540762.5604,TRUE,,,,,
1167,1167,500,450900,0,10,2.997,22.04454011,25.18144518,20.46643051,2301.696,2,-0.876149885,541337.9788,TRUE,,,,,
1168,1168,500,450900,0,10,2.997,22.10211799,25.1328427,20.52400839,2307.69,2,-0.928716026,541912.8512,TRUE,,,,,
1169,1169,500,450900,0,10,2.997,21.50645854,24.64877582,19.92834894,2277.72,2,-0.140308415,542452.0212,TRUE,,,,,
1170,1170,500,450900,0,10,0,22.44253295,22.61873475,20.86442335,2289.708,1,-1.042525812,543023.3377,TRUE,,,,,
1171,1171,500,450900,0,10,2.997,22.21505375,25.35555867,20.63694414,2295.702,2,-0.846239167,543601.8409,TRUE,,,,,
1172,1172,500,450900,0,10,2.997,21.62917014,24.14038677,20.05106053,2283.714,2,-2,544177.6929,TRUE,,,,,
1173,1173,500,450900,0,10,2.997,21.80514739,24.93699812,20.22703779,2283.714,2,-0.91953964,544767.7512,TRUE,,,,,
1174,1174,500,450900,0,10,2.997,21.78278181,24.30219671,20.2046722,2277.72,2,-2,545336.9331,TRUE,,,,,
1175,1175,500,450900,0,10,0,22.40127655,22.5716997,20.82316695,2271.726,1,-1.052007233,545902.9088,TRUE,,,,,
1176,1176,500,450900,0,10,0,22.42859755,22.59959745,20.85048794,2283.714,1,-1.047460137,546476.2455,TRUE,,,,,
1177,1177,500,450900,0,10,2.997,22.29468933,25.45986227,20.71657973,2265.732,2,-0.819914345,547045.301,TRUE,,,,,
1178,1178,500,450900,0,10,2.997,20.8163477,23.8968887,19.23823809,2271.726,2,-0.179542316,547607.8025,TRUE,,,,,
1179,1179,500,450900,0,10,2.997,21.84660797,24.87166766,20.26849837,2301.696,2,-0.977641417,548177.8786,TRUE,,,,,
1180,1180,500,450900,0,10,0,22.61620697,22.79607524,21.03809737,2271.726,1,-1.014127273,548762.1143,TRUE,,,,,
1181,1181,500,450900,0,10,2.997,21.76816468,24.79156787,20.19005508,2283.714,2,-0.993085778,549336.9721,TRUE,,,,,
1182,1182,1,1800,0,10,-2.997,12.51940081,9.932422914,11.97628098,0,0,3.381295446,549329.9914,TRUE,,,,,
1183,1183,500,450900,0,10,2.997,21.78034079,24.80400103,20.20223119,2283.714,2,-0.990673028,549915.87,TRUE,,,,,
1184,1184,500,450900,0,10,2.997,21.13744468,24.27191219,19.55933508,2295.702,2,-0.131019923,550490.3706,TRUE,,,,,
1185,1185,500,450900,0,10,2.997,21.93468676,25.06927268,20.35657715,2307.69,2,-0.895848886,551050.5958,TRUE,,,,,
1186,1186,500,450900,0,10,2.997,21.64966516,24.16626982,20.07155556,2301.696,2,-2,551621.6488,TRUE,,,,,
1187,1187,1,1800,0,10,-2.997,13.088697,8.793778103,11.81370102,-11.988,0,3.459634961,551615.1723,TRUE,,,,,
1188,1188,500,450900,0,10,2.997,21.97470583,25.1101366,20.39659622,2265.732,2,-0.8886322,552191.4586,TRUE,,,,,
1189,1189,500,450900,0,10,0,22.15601475,22.32126011,20.57790515,2301.696,1,-1.093627269,552755.84,TRUE,,,,,
1190,1190,500,450900,0,10,2.997,22.30987079,25.45243525,20.73176118,2277.72,2,-0.829905742,553329.301,TRUE,,,,,
1191,1191,500,450900,0,10,2.997,21.77584278,24.29511119,20.19773317,2295.702,2,-2,553894.692,TRUE,,,,,
1192,1192,500,450900,0,10,2.997,20.67507491,22.52629057,19.09696531,2271.726,2,-1.049409287,554467.0504,TRUE,,,,,
1193,1193,500,450900,0,10,2.997,22.0797398,25.10999208,20.5016302,2301.696,2,-0.932897072,555028.842,TRUE,,,,,
1194,1194,500,450900,0,10,2.997,22.44784772,24.98262221,20.86973812,2313.684,2,-0.449221562,555572.0806,TRUE,,,,,
1195,1195,500,450900,0,10,2.997,21.83460632,24.35511747,20.25649672,2295.702,2,-2,556154.9898,TRUE,,,,,
1196,1196,500,450900,0,10,2.997,22.4463439,25.61962615,20.86823429,2283.714,2,-0.791895498,556733.375,TRUE,,,,,
1197,1197,500,450900,0,10,0,22.21604405,22.35934664,20.63793444,2295.702,1,-1.096192373,557319.7914,TRUE,,,,,
1198,1198,500,450900,0,10,2.997,21.58430654,23.95802696,20.00619694,2289.708,2,-2,557893.7016,TRUE,,,,,
1199,1199,1,1800,0,10,-2.997,10.98273844,8.929478887,14.48882361,-11.988,0,3.312293249,557887.7102,TRUE,,,,,
1200,1200,500,450900,0,10,2.997,21.77370476,24.79722273,20.19559516,2289.708,2,-0.99198866,558455.6448,TRUE,,,,,
1201,1201,500,450900,0,10,2.997,21.68998434,24.20744294,20.11187473,2277.72,2,-2,559047.0344,TRUE,,,,,
1202,1202,500,450900,0,10,2.997,21.92458472,24.95129058,20.34647511,2295.702,2,-0.962517036,559618.9339,TRUE,,,,,
1203,1203,500,450900,0,10,2.997,21.95522054,25.09023996,20.37711093,2289.708,2,-0.892140133,560174.8836,TRUE,,,,,
1204,1204,0,900,0,10,-2.997,13.13771895,9.494800287,11.9610854,-5.994,0,3.382128343,560171.5014,TRUE,,,,,
1205,1205,500,450900,0,10,2.997,21.71973961,24.2378236,20.14163001,2289.708,2,-2,560725.9382,TRUE,,,,,
1206,1206,500,450900,0,10,2.997,20.86978837,23.95145757,19.29167877,2265.732,2,-0.178067972,561304.8902,TRUE,,,,,
1207,1207,500,450900,0,10,2.997,21.34691128,23.82927756,19.76880168,2301.696,2,-2,561857.2774,TRUE,,,,,
1208,1208,500,450900,0,10,2.997,22.67097209,25.82116248,21.09286249,2283.714,2,-0.769799304,562433.4357,TRUE,,,,,
1209,1209,500,450900,0,10,0,22.26441376,22.40901855,20.68630415,2283.714,1,-1.087692283,563010.6257,TRUE,,,,,
1210,1210,500,450900,0,10,2.997,21.79950503,24.31927298,20.22139542,2295.702,2,-2,563569.1855,TRUE,,,,,
1211,1211,500,450900,0,10,2.997,22.20065049,25.36383816,20.62254089,2307.69,2,-0.835941976,564147.8653,TRUE,,,,,
1212,1212,500,450900,0,10,2.997,22.44785129,24.98262588,20.86974169,2313.684,2,-0.449219729,564712.8099,TRUE,,,,,
1213,1213,500,450900,0,10,2.997,21.89940397,24.41638557,20.32129436,2295.702,2,-2,565294.8412,TRUE,,,,,
1214,1214,500,450900,0,10,0,22.18452205,22.35036923,20.60641245,2295.702,1,-1.08871307,565868.7828,TRUE,,,,,
1215,1215,500,450900,0,10,2.997,21.92367573,24.44711287,20.34556613,2295.702,2,-2,566426.0661,TRUE,,,,,
1216,1216,500,450900,0,10,2.997,21.8366248,24.32934189,20.2585152,2289.708,2,-2,566999.9722,TRUE,,,,,
1217,1217,500,450900,0,10,2.997,21.63158297,24.14780589,20.05347337,2283.714,2,-2,567591.211,TRUE,,,,,
1218,1218,500,450900,0,10,2.997,21.97768383,25.11317701,20.39957423,2277.72,2,-0.888097315,568178.7809,TRUE,,,,,
1219,1219,500,450900,0,10,0,22.25837883,22.42573746,20.68026923,2307.69,1,-1.076103251,568716.5578,TRUE,,,,,
1220,1220,500,450900,0,10,2.997,21.85184284,24.37271787,20.27373323,2295.702,2,-2,569271.9374,TRUE,,,,,
1221,1221,500,450900,0,10,2.997,21.80107362,24.32087469,20.22296402,2295.702,2,-2,569840.0514,TRUE,,,,,
1222,1222,500,450900,0,10,2.997,22.01573054,25.15202749,20.43762093,2313.684,2,-0.881282431,570385.0738,TRUE,,,,,
1223,1223,500,450900,0,10,2.997,22.14349636,25.28249051,20.56538676,2277.72,2,-0.858696015,570958.7286,TRUE,,,,,
1224,1224,500,450900,0,10,2.997,22.06333871,25.2235799,20.48522911,2289.708,2,-0.859776391,571542.7382,TRUE,,,,,
1225,1225,500,450900,0,10,0,22.2574469,22.42483363,20.6793373,2265.732,1,-1.076235621,572119.8341,TRUE,,,,,
1226,1226,500,450900,0,10,2.997,21.80371273,24.82786637,20.22560312,2277.72,2,-0.986057865,572705.5371,TRUE,,,,,
1227,1227,500,450900,0,10,2.997,21.99640586,25.13229475,20.41829626,2283.714,2,-0.884738533,573301.8922,TRUE,,,,,
1228,1228,500,450900,0,10,2.997,22.1600734,25.32240444,20.5819638,2301.696,2,-0.842926349,573852.7509,TRUE,,,,,
1229,1229,500,450900,0,10,2.997,22.22002804,25.36068562,20.64191844,2313.684,2,-0.845351649,574396.6785,TRUE,,,,,
1230,1230,500,450900,0,10,0,22.27965556,22.44751114,20.70154596,2277.72,1,-1.072461983,574978.3757,TRUE,,,,,
1231,1231,500,450900,0,10,2.997,21.79057232,24.80850327,20.21246272,2301.696,2,-0.992444831,575547.5075,TRUE,,,,,
1232,1232,500,450900,0,10,2.997,21.8272009,24.85207366,20.2490913,2277.72,2,-0.981299604,576112.5345,TRUE,,,,,
1233,1233,500,450900,0,10,2.997,21.92936252,25.06383605,20.35125292,2301.696,2,-0.89681257,576689.6863,TRUE,,,,,
1234,1234,500,450900,0,10,0,22.19834281,22.36448176,20.62023321,2301.696,1,-1.086338064,577253.7463,TRUE,,,,,
1235,1235,500,450900,0,10,2.997,22.15486062,25.29414243,20.57675101,2289.708,2,-0.856681732,577821.4658,TRUE,,,,,
1236,1236,500,450900,0,10,0,22.30505745,22.47834681,20.72694785,2277.72,1,-1.065493518,578401.8154,TRUE,,,,,
1237,1237,500,450900,0,10,2.997,22.05780352,25.19498858,20.47969391,2289.708,2,-0.873794793,578980.3387,TRUE,,,,,
1238,1238,500,450900,0,10,0,22.33619372,22.48203282,20.75808411,2289.708,1,-1.075574566,579571.2088,TRUE,,,,,
1239,1239,500,450900,0,10,2.997,21.86446165,24.89012149,20.28635205,2283.714,2,-0.974018628,580146.7412,TRUE,,,,,
1240,1240,500,450900,0,10,2.997,21.91283579,24.43604408,20.33472618,2301.696,2,-2,580731.718,TRUE,,,,,
1241,1241,500,450900,0,10,2.997,21.65868636,24.17548146,20.08057676,2271.726,2,-2,581314.1361,TRUE,,,,,
1242,1242,500,450900,0,10,2.997,21.75017961,24.77215529,20.17207,2301.696,2,-0.997333317,581868.2809,TRUE,,,,,
1243,1243,500,450900,0,10,2.997,22.0321288,25.16877185,20.4540192,2277.72,2,-0.878358157,582460.4079,TRUE,,,,,
1244,1244,500,450900,0,10,2.997,21.87249451,25.00554379,20.29438491,2301.696,2,-0.907290559,583029.361,TRUE,,,,,
1245,1245,500,450900,0,10,2.997,21.93066837,25.06516947,20.35255877,2295.702,2,-0.896576134,583587.2087,TRUE,,,,,
1246,1246,500,450900,0,10,2.997,21.90942255,25.04325141,20.33131294,2277.72,2,-0.900560292,584166.0465,TRUE,,,,,
1247,1247,500,450900,0,10,2.997,22.06645027,25.20381788,20.48834067,2259.738,2,-0.872262094,584737.085,TRUE,,,,,
1248,1248,500,450900,0,10,2.997,21.59399446,24.10942384,20.01588486,2277.72,2,-2,585329.6242,TRUE,,,,,
1249,1249,500,450900,0,10,2.997,22.0420275,25.17887951,20.46391789,2283.714,2,-0.876596591,585905.2927,TRUE,,,,,
1250,1250,500,450900,0,10,2.997,21.74390558,24.89717982,20.16579598,2373.624,2,-0.14844135,586155.8358,TRUE,,,,,
1251,1251,500,450900,0,10,2.997,21.82139088,24.34162304,20.24328127,2295.702,2,-2,586724.7515,TRUE,,,,,
1252,1252,500,450900,0,10,0,22.12890698,22.26442688,20.55079737,2289.708,1,-1.114746759,587290.5658,TRUE,,,,,
1253,1253,500,450900,0,10,2.997,22.12906873,25.29069756,20.55095912,2301.696,2,-0.84831827,587864.607,TRUE,,,,,
1254,1254,500,450900,0,10,2.997,21.8925446,24.41427672,20.31443499,2313.684,2,-2,588411.4801,TRUE,,,,,
1255,1255,500,450900,0,10,2.997,21.94541681,25.08022925,20.3673072,2283.714,2,-0.893909307,588980.7084,TRUE,,,,,
1256,1256,500,450900,0,10,2.997,22.15616924,24.68346944,20.57805964,2259.738,2,-2,589548.9604,TRUE,,,,,
1257,1257,500,450900,0,10,2.997,21.60211235,24.11771311,20.02400275,2271.726,2,-2,590106.4724,TRUE,,,,,
1258,1258,500,450900,0,10,0,22.52171765,22.69959331,20.94360805,2295.702,1,-1.029494715,590669.5096,TRUE,,,,,
1259,1259,500,450900,0,10,2.997,22.01762508,25.15396193,20.43951547,2295.702,2,-0.880944241,591227.5082,TRUE,,,,,
1260,1260,500,450900,0,10,2.997,21.88470196,24.91056584,20.30659235,2307.69,2,-0.970224953,591762.482,TRUE,,,,,
1261,1261,500,450900,0,10,0,22.36044254,22.53001322,20.78233293,2277.72,1,-1.05883052,592330.9517,TRUE,,,,,
1262,1262,500,450900,0,10,2.997,21.84867173,24.36947982,20.27056212,2265.732,2,-2,592895.9445,TRUE,,,,,
1263,1263,500,450900,0,10,2.997,22.11406049,25.14476378,20.53595089,2295.702,2,-0.926655591,593468.5706,TRUE,,,,,
1264,1264,500,450900,0,10,2.997,21.71246825,24.23039875,20.13435865,2295.702,2,-2,594041.7766,TRUE,,,,,
1265,1265,500,450900,0,10,2.997,22.16632518,25.3287882,20.58821557,2307.69,2,-0.841847511,594601.1775,TRUE,,,,,
1266,1266,500,450900,0,10,0,22.2187925,22.38537334,20.64068289,2253.744,1,-1.082827168,595175.5573,TRUE,,,,,
1267,1267,500,450900,0,10,2.997,21.82706452,24.34846207,20.24895492,2271.726,2,-2,595731.3525,TRUE,,,,,
1268,1268,500,450900,0,10,-2.997,20.76442651,16.60058942,19.18631691,2265.732,0,-1.052643516,596294.7111,TRUE,,,,,
1269,1269,500,450900,0,10,2.997,21.68895513,24.20743485,20.11084552,2277.72,2,-2,596853.6061,TRUE,,,,,
1270,1270,500,450900,0,10,2.997,22.15494628,25.31716908,20.57683667,2295.702,2,-0.843811863,597411.3747,TRUE,,,,,
1271,1271,500,450900,0,10,2.997,21.79277659,24.31240467,20.21466699,2271.726,2,-2,597964.7984,TRUE,,,,,
1272,1272,500,450900,0,10,2.997,21.72904046,24.24732082,20.15093086,2295.702,2,-2,598537.1983,TRUE,,,,,
1273,1273,500,450900,0,10,2.997,22.13320346,25.27202797,20.55509386,2283.714,2,-0.860472067,599131.3672,TRUE,,,,,
1274,1274,500,450900,0,10,2.997,21.95374256,24.98001573,20.37563296,2295.702,2,-0.957565619,599692.3329,TRUE,,,,,
1275,1275,500,450900,0,10,2.997,21.75717363,24.27604792,20.17906403,2259.738,2,-2,600262.6004,TRUE,,,,,
1276,1276,500,450900,0,10,2.997,22.39390011,25.53795746,20.81579051,2307.69,2,-0.815799691,600803.9636,TRUE,,,,,
1277,1277,1,1800,0,10,-2.997,12.16537933,8.874702858,12.29162756,-11.988,0,3.512898442,600797.545,TRUE,,,,,
1278,1278,500,450900,0,10,2.997,21.61035811,24.12613294,20.0322485,2295.702,2,-2,601365.451,TRUE,,,,,
1279,1279,500,450900,0,10,2.997,21.68305013,24.70465645,20.10494053,2295.702,2,-1.010115827,601920.6437,TRUE,,,,,
1280,1280,500,450900,0,10,2.997,22.06795748,25.20535645,20.48984788,2295.702,2,-0.871995409,602483.3944,TRUE,,,,,
1281,1281,500,450900,0,10,2.997,21.67930164,24.19757975,20.10119204,2301.696,2,-2,603023.5317,TRUE,,,,,
1282,1282,500,450900,0,10,2.997,20.27633612,21.9885275,18.69822652,2271.726,2,-0.890390546,603598.5133,TRUE,,,,,
1283,1283,500,450900,0,10,0,22.58676574,22.76706025,21.00865613,2289.708,1,-1.018347028,604160.518,TRUE,,,,,
1284,1284,500,450900,0,10,2.997,21.76297584,24.28301823,20.18486623,2295.702,2,-2,604727.6316,TRUE,,,,,
1285,1285,500,450900,0,10,2.997,21.90169399,24.92813938,20.32358438,2283.714,2,-0.966795032,605322.9457,TRUE,,,,,
1286,1286,500,450900,0,10,2.997,22.08203258,25.24271609,20.50392298,2283.714,2,-0.856479118,605890.8147,TRUE,,,,,
1287,1287,500,450900,0,10,2.997,22.28169272,25.44659131,20.70358312,2283.714,2,-0.82211644,606429.8545,TRUE,,,,,
1288,1288,0,900,0,10,-2.997,11.71023138,8.610373107,10.87155747,-5.994,0,3.739111882,606426.1154,TRUE,,,,,
1289,1289,1,1800,0,10,-2.997,12.34656759,8.599011834,12.46083784,-11.988,0,3.483287104,606419.6078,TRUE,,,,,
1290,1290,500,450900,0,10,0,22.21285778,22.37930318,20.63474818,2289.708,1,-1.083848957,607002.8105,TRUE,,,,,
1291,1291,500,450900,0,10,2.997,22.36391438,25.50762249,20.78580478,2289.708,2,-0.820713794,607550.9668,TRUE,,,,,
1292,1292,500,450900,0,10,0,22.48090748,22.65301174,20.90279788,2283.714,1,-1.03880167,608130.1407,TRUE,,,,,
1293,1293,500,450900,0,10,2.997,22.13227329,24.660112,20.55416369,2295.702,2,-2,608710.1303,TRUE,,,,,
1294,1294,500,450900,0,10,2.997,21.79799231,24.31771816,20.21988271,2307.69,2,-2,609267.4674,TRUE,,,,,
1295,1295,1,1800,0,10,-2.997,13.11220648,9.230892539,11.97489903,-11.988,0,3.407462514,609261.3401,TRUE,,,,,
1296,1296,500,450900,0,10,2.997,22.15556245,25.18609901,20.57745284,2295.702,2,-0.919580874,609838.895,TRUE,,,,,
1297,1297,500,450900,0,10,2.997,22.29799204,24.8296029,20.71988244,2307.69,2,-1.240128798,610394.1041,TRUE,,,,,
1298,1298,500,450900,0,10,2.997,22.46094275,25.6066987,20.88283315,2289.708,2,-0.804391063,610969.5079,TRUE,,,,,
1299,1299,500,450900,0,10,2.997,21.81155265,24.83587181,20.23344304,2295.702,2,-0.984514442,611534.6095,TRUE,,,,,
1300,1300,500,450900,0,10,2.997,21.97966125,25.11524443,20.40155165,2295.702,2,-0.887714159,612101.9093,TRUE,,,,,
1301,1301,500,450900,0,10,2.997,22.08987539,25.22773753,20.51176578,2307.69,2,-0.868120257,612674.52,TRUE,,,,,
1302,1302,500,450900,0,10,2.997,21.71366912,24.23267059,20.13555952,2325.672,2,-2,613153.1285,TRUE,,,,,
1303,1303,1,1800,0,10,-2.997,14.55202048,9.71088575,12.28755877,-11.988,0,3.12536066,613147.3745,TRUE,,,,,
1304,1304,1,1800,0,10,-2.997,14.557689,9.66467825,12.55612582,-11.988,0,3.087333928,613141.7704,TRUE,,,,,
1305,1305,500,450900,0,10,2.997,21.98183188,24.50649676,20.40372227,2295.702,2,-2,613704.6924,TRUE,,,,,
1306,1306,500,450900,0,10,0,22.18506929,22.3509382,20.60695969,2271.726,1,-1.088613293,614291.5959,TRUE,,,,,
1307,1307,500,450900,0,10,0,22.14981196,22.2919872,20.57170236,2265.732,1,-1.107564186,614867.4079,TRUE,,,,,
1308,1308,500,450900,0,10,0,22.30919704,22.47767625,20.73108743,2265.732,1,-1.067461047,615449.913,TRUE,,,,,
1309,1309,500,450900,0,10,0,22.25904041,22.42646078,20.68093081,2283.714,1,-1.075964451,616034.3679,TRUE,,,,,
1310,1310,500,450900,0,10,2.997,21.85660847,24.88187927,20.27849886,2277.72,2,-0.975689235,616617.4198,TRUE,,,,,
1311,1311,500,450900,0,10,2.997,21.91098514,25.0450707,20.33287554,2295.702,2,-0.900145354,617190.1187,TRUE,,,,,
1312,1312,1,1800,0,10,-2.997,14.46036434,9.286075793,11.6041907,-11.988,0,3.250484126,617184.1107,TRUE,,,,,
1313,1313,500,450900,0,10,0,22.15780737,22.32281967,20.57969777,2271.726,1,-1.093468546,617759.8425,TRUE,,,,,
1314,1314,500,450900,0,10,2.997,21.69380028,24.21133668,20.11569068,2307.69,2,-2,618317.3094,TRUE,,,,,
1315,1315,500,450900,0,10,0,22.25171699,22.41899293,20.67360739,2277.72,1,-1.077205612,618898.7255,TRUE,,,,,
1316,1316,500,450900,0,10,2.997,22.16751887,25.30702016,20.58940927,2295.702,2,-0.854499047,619494.2721,TRUE,,,,,
1317,1317,500,450900,0,10,2.997,21.80773924,24.93942145,20.22962964,2301.696,2,-0.919193619,620068.5744,TRUE,,,,,
1318,1318,500,450900,0,10,2.997,20.42069226,22.24359843,18.84258266,2289.708,2,-0.982741134,620638.2543,TRUE,,,,,
1319,1319,500,450900,0,10,2.997,21.86607528,24.89176918,20.28796567,2301.696,2,-0.973704496,621186.6762,TRUE,,,,,
1320,1320,500,450900,0,10,2.997,21.87414748,24.39653902,20.29603788,2259.738,2,-2,621732.4696,TRUE,,,,,
1321,1321,500,450900,0,10,2.997,22.11167365,25.24999598,20.53356405,2283.714,2,-0.864279633,622314.705,TRUE,,,,,
1322,1322,500,450900,0,10,2.997,22.14627241,25.28537283,20.56816281,2277.72,2,-0.858183327,622881.0426,TRUE,,,,,
1323,1323,500,450900,0,10,2.997,21.83924483,25.00047446,20.26113523,2283.714,2,-0.896393011,623464.893,TRUE,,,,,
1324,1324,500,450900,0,10,0,22.21101824,22.37742478,20.63290863,2289.708,1,-1.084164128,624022.6647,TRUE,,,,,
1325,1325,500,450900,0,10,0,22.44364968,22.61987505,20.86554007,2295.702,1,-1.042341077,624603.5406,TRUE,,,,,
1326,1326,500,450900,0,10,2.997,21.91978814,25.05405907,20.34167854,2307.69,2,-0.898547922,625144.521,TRUE,,,,,
1327,1327,500,450900,0,10,0,22.20878613,22.38004306,20.63067653,2271.726,1,-1.081842232,625728.1118,TRUE,,,,,
1328,1328,500,450900,0,10,2.997,22.23016079,25.26358873,20.65205119,2301.696,2,-0.905099979,626280.0267,TRUE,,,,,
1329,1329,500,450900,0,10,2.997,22.12535771,25.26396893,20.54724811,2301.696,2,-0.861875268,626855.0929,TRUE,,,,,
1330,1330,500,450900,0,10,2.997,21.85771318,24.37975776,20.27960357,2295.702,2,-2,627440.8135,TRUE,,,,,
1331,1331,500,450900,0,10,2.997,21.98246079,25.01061173,20.40435119,2307.69,2,-0.951295258,628005.6847,TRUE,,,,,
1332,1332,500,450900,0,10,2.997,21.8010032,24.82509965,20.22289359,2409.588,2,-0.986591825,628183.3642,TRUE,,,,,
1333,1333,500,450900,0,10,2.997,21.86201191,24.38310222,20.28390231,2295.702,2,-2,628752.3416,TRUE,,,,,
1334,1334,500,450900,0,10,2.997,21.79480733,24.92621653,20.21669772,2301.696,2,-0.921586452,629323.6686,TRUE,,,,,
1335,1335,0,900,0,10,-2.997,10.80020817,8.258720984,11.35693494,-5.994,0,3.818289865,629319.8504,TRUE,,,,,
1336,1336,500,450900,0,10,2.997,21.77926486,24.80290239,20.20115526,2295.702,2,-0.990885999,629881.7779,TRUE,,,,,
1337,1337,1,1800,0,10,-2.997,11.4284629,8.131105297,12.14747231,-11.988,0,3.66891258,629874.8684,TRUE,,,,,
1338,1338,0,900,0,10,-2.997,13.15748419,8.510246516,10.06429626,-5.994,0,3.668418452,629871.2,TRUE,,,,,
1339,1339,500,450900,0,10,2.997,22.17217276,25.31182006,20.59406315,2253.744,2,-0.8536609,630446.6289,TRUE,,,,,
1340,1340,500,450900,0,10,2.997,22.02383369,25.16030161,20.44572408,2307.69,2,-0.879836485,631007.8958,TRUE,,,,,
1341,1341,500,450900,0,10,2.997,21.73410401,24.75678814,20.15599441,2301.696,2,-0.999865965,631569.1483,TRUE,,,,,
1342,1342,500,450900,0,10,2.997,22.20233526,25.34261932,20.62422565,2277.72,2,-0.848416712,632155.8055,TRUE,,,,,
1343,1343,500,450900,0,10,0,22.2462469,22.41340736,20.6681373,2277.72,1,-1.078137709,632715.3894,TRUE,,,,,
1344,1344,500,450900,0,10,2.997,21.88416796,24.91024382,20.30605836,2283.714,2,-0.970188862,633298.4122,TRUE,,,,,
1345,1345,500,450900,0,10,0,22.26460853,22.43214645,20.68649892,2277.72,1,-1.075017412,633865.7927,TRUE,,,,,
1346,1346,500,450900,0,10,2.997,22.14723271,25.30929267,20.56912311,2295.702,2,-0.845145364,634430.0404,TRUE,,,,,
1347,1347,500,450900,0,10,2.997,22.0390192,25.17580771,20.4609096,2265.732,2,-0.877131652,634989.4757,TRUE,,,,,
1348,1348,500,450900,0,10,0,22.160552,22.32589314,20.58244239,2247.75,1,-1.092843724,635547.6317,TRUE,,,,,
1349,1349,500,450900,0,10,2.997,22.06797114,25.20537086,20.48986154,2307.69,2,-0.871992726,636118.7044,TRUE,,,,,
1350,1350,500,450900,0,10,2.997,22.17972941,25.34247541,20.60161981,2301.696,2,-0.839537789,636694.1637,TRUE,,,,,
1351,1351,500,450900,0,10,2.997,22.08642665,25.24721517,20.50831705,2259.738,2,-0.85570487,637268.0019,TRUE,,,,,
1352,1352,500,450900,0,10,2.997,21.76460059,24.78792854,20.18649099,2289.708,2,-0.993793114,637842.4783,TRUE,,,,,
1353,1353,500,450900,0,10,0,22.29612208,22.46923297,20.71801247,2283.714,1,-1.066995861,638422.4784,TRUE,,,,,
1354,1354,500,450900,0,10,0,22.24952304,22.41674246,20.67141343,2283.714,1,-1.077584975,638996.6812,TRUE,,,,,
1355,1355,500,450900,0,10,0,22.02423335,22.16348601,20.44612375,2271.726,1,-1.129893886,639578.0903,TRUE,,,,,
1356,1356,500,450900,0,10,2.997,21.88002237,24.40149014,20.30191277,2277.72,2,-2,640165.9874,TRUE,,,,,
1357,1357,500,450900,0,10,0,22.14473268,22.30973986,20.56662308,2289.708,1,-1.095577894,640741.849,TRUE,,,,,
1358,1358,500,450900,0,10,2.997,22.01502922,25.15131127,20.43691962,2289.708,2,-0.881407725,641329.0067,TRUE,,,,,
1359,1359,500,450900,0,10,0,22.17270066,22.33829828,20.59459106,2259.738,1,-1.090748358,641905.3089,TRUE,,,,,
1360,1360,500,450900,0,10,0,22.24452929,22.4116432,20.66641969,2289.708,1,-1.078436204,642485.0565,TRUE,,,,,
1361,1361,500,450900,0,10,2.997,21.73535152,24.25376509,20.15724191,2307.69,2,-2,643046.1028,TRUE,,,,,
1362,1362,500,450900,0,10,0,22.34191744,22.51108743,20.76380784,2301.696,1,-1.061946522,643584.5043,TRUE,,,,,
1363,1363,500,450900,0,10,2.997,21.31895203,23.80072796,19.74084243,2289.708,2,-2,644160.4528,TRUE,,,,,
1364,1364,500,450900,0,10,2.997,21.78851986,24.81235277,20.21041026,2259.738,2,-0.989055543,644725.674,TRUE,,,,,
1365,1365,500,450900,0,10,2.997,22.23493147,25.37590368,20.65682187,2307.69,2,-0.842776106,645297.936,TRUE,,,,,
1366,1366,500,450900,0,10,2.997,22.34577667,25.38164539,20.76766706,2307.69,2,-0.884205334,645872.9785,TRUE,,,,,
1367,1367,3,3600,0,10,-2.997,12.07567565,8.910847343,13.42797447,-23.976,0,3.358749745,645863.3436,TRUE,,,,,
1368,1368,500,450900,0,10,2.997,22.06158173,25.19889432,20.48347213,2289.708,2,-0.873097513,646442.2173,TRUE,,,,,
1369,1369,1,1800,0,10,-2.997,13.80730411,8.950596073,11.4098032,-11.988,0,3.397043196,646435.8796,TRUE,,,,,
1370,1370,500,450900,0,10,2.997,21.82700877,24.85165423,20.24889917,2277.72,2,-0.981478492,647000.7244,TRUE,,,,,
1371,1371,500,450900,0,10,2.997,21.96150472,24.98921325,20.38339512,2289.708,2,-0.955294723,647570.0048,TRUE,,,,,
1372,1372,500,450900,0,10,2.997,21.95634821,25.09139143,20.37823861,2265.732,2,-0.891936816,648145.3722,TRUE,,,,,
1373,1373,500,450900,0,10,2.997,21.70963679,24.22750751,20.13152718,2313.684,2,-2,648651.1258,TRUE,,,,,
1374,1374,500,450900,0,10,2.997,22.19697918,25.33715017,20.61886957,2319.678,2,-0.849346199,649192.1345,TRUE,,,,,
