episode,time,step,time1,air_temperature,ground_temperature,hvac_temperature,basement_temperature,main_temperature,attic_temperature,heat_added,action,reward,total_reward,terminal,,,,,
3312,3312,2,2700,0,10,-2.997,12.90358062,8.973459936,12.40206659,-17.982,0,3.397094716,1322410.631,TRUE,,,,,
3313,3313,500,450900,0,10,2.997,21.34396845,23.84921178,19.76585885,2211.786,2,-2,1322896.43,TRUE,,,,,
3314,3314,500,450900,0,10,2.997,21.51385054,24.02758798,19.93574093,2259.738,2,-2,1323388.421,TRUE,,,,,
3315,3315,500,450900,0,10,2.997,21.49445013,24.007778,19.91634052,2259.738,2,-2,1323889.213,TRUE,,,,,
3316,3316,1,1800,0,10,-2.997,12.24795382,8.976397639,12.89719659,-11.988,0,3.414494702,1323882.853,TRUE,,,,,
3317,3317,0,900,0,10,-2.997,11.64196308,8.902368532,11.51394254,-5.994,0,3.649704737,1323879.203,TRUE,,,,,
3318,3318,500,450900,0,10,2.997,21.60312521,24.73071148,20.02501561,2253.744,2,-0.160159555,1324401.319,TRUE,,,,,
3319,3319,500,450900,0,10,0,22.36563633,22.40493452,20.78752673,2271.726,1,-1.130649582,1324919.218,TRUE,,,,,
3320,3320,1,1800,0,10,-2.997,13.28985484,9.29914699,12.86080766,-11.988,0,3.260526992,1324913.179,TRUE,,,,,
3321,3321,500,450900,0,10,2.997,21.84608297,24.36683641,20.26797337,2259.738,2,-2,1325426.26,TRUE,,,,,
3322,3322,1,1800,0,10,-2.997,13.60399593,8.990868097,11.56537586,-11.988,0,3.406064568,1325419.909,TRUE,,,,,
3323,3323,1,1800,0,10,-2.997,13.82790806,9.879948638,13.18326004,-11.988,0,3.105550053,1325414.192,TRUE,,,,,
3324,3324,500,450900,0,10,2.997,21.94146558,25.07624239,20.36335597,2217.78,2,-0.894595288,1325897.22,TRUE,,,,,
3325,3325,500,450900,0,10,2.997,21.75284999,24.27268079,20.17474039,2271.726,2,-2,1326398.863,TRUE,,,,,
3326,3326,500,450900,0,10,2.997,22.03342014,25.06264699,20.45531053,2271.726,2,-0.94163267,1326901.497,TRUE,,,,,
3327,3327,500,450900,0,10,0,21.86718478,22.02628483,20.28907518,2259.738,1,-1.144676096,1327413.859,TRUE,,,,,
3328,3328,0,900,0,10,-2.997,12.24624709,8.179937105,10.79063721,-5.994,0,3.733041414,1327410.126,TRUE,,,,,
3329,3329,500,450900,0,10,2.997,21.77180612,24.90295344,20.19369651,2253.744,2,-0.17083888,1327921.36,TRUE,,,,,
3330,3330,500,450900,0,10,2.997,21.72877681,24.85879203,20.1506672,2265.732,2,-0.168002156,1328432.638,TRUE,,,,,
3331,3331,500,450900,0,10,2.997,21.54062147,24.66666451,19.96251187,2271.726,2,-0.157219825,1328944.951,TRUE,,,,,
3332,3332,500,450900,0,10,2.997,21.44645372,23.95980378,19.86834412,2247.75,2,-2,1329457.758,TRUE,,,,,
3333,3333,500,450900,0,10,0,21.91224527,22.04935743,20.33413567,2259.738,1,-1.149916503,1329961.841,TRUE,,,,,
3334,3334,2,2700,0,10,-2.997,13.22681517,9.23623963,12.56814767,-17.982,0,3.31485557,1329952.45,TRUE,,,,,
3335,3335,500,450900,0,10,2.997,21.31439181,23.81901074,19.73628221,2235.762,2,-2,1330450.548,TRUE,,,,,
3336,3336,500,450900,0,10,2.997,21.92641587,25.06082719,20.34830627,2277.72,2,-0.897346274,1330980.205,TRUE,,,,,
3337,3337,2,2700,0,10,-2.997,14.06914233,8.665566469,10.77277121,-17.982,0,3.447801196,1330971.509,TRUE,,,,,
3338,3338,500,450900,0,10,2.997,21.97270268,24.49612967,20.39459307,2241.756,2,-2,1331496.868,TRUE,,,,,
3339,3339,500,450900,0,10,2.997,21.55677481,24.68211107,19.97866521,2247.75,2,-0.158941492,1332036.548,TRUE,,,,,
3340,3340,500,450900,0,10,2.997,21.63204281,24.7602391,20.05393321,2253.744,2,-0.161759597,1332552.375,TRUE,,,,,
3341,3341,500,450900,0,10,2.997,21.65263012,24.16929737,20.07452052,2241.756,2,-2,1333052.617,TRUE,,,,,
3342,3342,500,450900,0,10,-2.997,21.67348287,18.808554,20.09537326,2253.744,0,-0.164215849,1333570.747,TRUE,,,,,
3343,3343,500,450900,0,10,2.997,22.25883457,25.42325057,20.68072496,2271.726,2,-0.825999489,1334046.977,TRUE,,,,,
3344,3344,500,450900,0,10,2.997,21.37663881,24.51620368,19.79852921,2247.75,2,-0.135490185,1334529.348,TRUE,,,,,
3345,3345,500,450900,0,10,0,22.34218691,22.51137278,20.7640773,2229.768,1,-1.061895685,1335045.62,TRUE,,,,,
3346,3346,2,2700,0,10,-2.997,15.3695118,9.039179178,10.31982508,-17.982,0,3.25154935,1335038.233,TRUE,,,,,
3347,3347,500,450900,0,10,0,22.19316921,22.33621211,20.61505961,2271.726,1,-1.100034536,1335549.267,TRUE,,,,,
3348,3348,500,450900,0,10,0,22.04008395,22.20288187,20.46197435,2235.762,1,-1.113830826,1336082.852,TRUE,,,,,
3349,3349,500,450900,0,10,2.997,21.62203664,24.64235489,20.04392703,2265.732,2,-0.261507295,1336599.044,TRUE,,,,,
3350,3350,500,450900,0,10,2.997,21.5520243,24.57086451,19.9739147,2247.75,2,-0.258131057,1337125.586,TRUE,,,,,
3351,3351,500,450900,0,10,2.997,21.02692474,23.52542714,19.44881514,2247.75,2,-1.239308885,1337646.316,TRUE,,,,,
3352,3352,500,450900,0,10,2.997,21.70070424,24.72268325,20.12259464,2247.75,2,-1.006559531,1338153.194,TRUE,,,,,
3353,3353,500,450900,0,10,2.997,21.88869913,24.91464694,20.31058953,2259.738,2,-0.969450132,1338662.362,TRUE,,,,,
3354,3354,500,450900,0,10,2.997,21.7195973,24.74197517,20.14148769,2259.738,2,-1.0027677,1339197.435,TRUE,,,,,
3355,3355,500,450900,0,10,2.997,21.71597742,24.73850258,20.13786782,2235.762,2,-1.00334846,1339731.903,TRUE,,,,,
3356,3356,500,450900,0,10,2.997,21.71563982,24.73793415,20.13753022,2265.732,2,-1.003560771,1340269.064,TRUE,,,,,
3357,3357,500,450900,0,10,2.997,21.63623711,24.15254799,20.05812751,2253.744,2,-2,1340804.394,TRUE,,,,,
3358,3358,2,2700,0,10,-2.997,13.29332393,8.486816522,11.08358051,-11.988,0,3.538799145,1340795.066,TRUE,,,,,
3359,3359,500,450900,0,10,2.997,21.29809748,24.41796256,19.71998788,2229.768,2,-0.149909939,1341305.178,TRUE,,,,,
3360,3360,500,450900,0,10,2.997,21.42196287,23.93376043,19.84385326,2265.732,2,-2,1341816.112,TRUE,,,,,
3361,3361,500,450900,0,10,2.997,21.52423391,24.54271113,19.9461243,2253.744,2,-0.256746978,1342335.08,TRUE,,,,,
3362,3362,500,450900,0,10,2.997,22.17487791,25.31459251,20.5967683,2265.732,2,-0.853183863,1342884.699,TRUE,,,,,
3363,3363,500,450900,0,10,2.997,22.0127408,25.1490223,20.4346312,2253.744,2,-0.881788956,1343408.424,TRUE,,,,,
3364,3364,500,450900,0,10,2.997,20.26340818,22.0829939,18.68529858,2265.732,2,-0.194862546,1343898.559,TRUE,,,,,
3365,3365,500,450900,0,10,0,22.02271081,22.18514197,20.44460121,2253.744,1,-1.116889524,1344407.78,TRUE,,,,,
3366,3366,500,450900,0,10,2.997,21.62719072,24.78394364,20.04908112,2235.762,2,-0.135743092,1344932.337,TRUE,,,,,
3367,3367,500,450900,0,10,2.997,21.72551384,24.85568112,20.14740424,2277.72,2,-0.167581108,1345463.943,TRUE,,,,,
3368,3368,500,450900,0,10,2.997,22.02331658,25.15977359,20.44520698,2265.732,2,-0.879928706,1345956.868,TRUE,,,,,
3369,3369,0,900,0,10,-2.997,14.76424832,9.865508591,11.57377299,-5.994,0,3.171930899,1345953.696,TRUE,,,,,
3370,3370,1,1800,0,10,-2.997,12.91256042,8.363704643,10.81309461,-11.988,0,3.632195255,1345946.899,TRUE,,,,,
3371,3371,500,450900,0,10,2.997,21.78047682,24.8041404,20.20236722,2259.738,2,-0.990645809,1346463.892,TRUE,,,,,
3372,3372,500,450900,0,10,0,22.10484094,22.27494908,20.52673133,2253.744,1,-1.099169405,1346968.117,TRUE,,,,,
3373,3373,500,450900,0,10,2.997,21.54049385,24.55909064,19.96238425,2229.768,2,-0.257634593,1347478.428,TRUE,,,,,
3374,3374,500,450900,0,10,2.997,22.06684473,25.2042786,20.48873512,2247.75,2,-0.872159126,1347995.657,TRUE,,,,,
3375,3375,500,450900,0,10,0,21.923208,22.06032836,20.3450984,2259.738,1,-1.148058108,1348506.889,TRUE,,,,,
3376,3376,500,450900,0,10,2.997,21.49807225,24.01147657,19.91996265,2271.726,2,-2,1349013.371,TRUE,,,,,
3377,3377,500,450900,0,10,0,21.75638718,21.91809286,20.17827757,2235.762,1,-0.394714032,1349509.253,TRUE,,,,,
3378,3378,500,450900,0,10,0,21.69554029,21.85591376,20.11743068,2271.726,1,-0.390624643,1350041.331,TRUE,,,,,
3379,3379,500,450900,0,10,2.997,21.64853292,24.66940837,20.07042332,2253.744,2,-0.262951721,1350571.589,TRUE,,,,,
3380,3380,500,450900,0,10,0,22.29861714,22.4717807,20.72050753,2253.744,1,-1.066574617,1351086.547,TRUE,,,,,
3381,3381,500,450900,0,10,2.997,21.83982835,24.9724117,20.26171874,2253.744,2,-0.913146206,1351623.354,TRUE,,,,,
3382,3382,500,450900,0,10,2.997,21.26122836,23.76472495,19.68311876,2259.738,2,-2,1352122.958,TRUE,,,,,
3383,3383,500,450900,0,10,2.997,21.57895561,24.0940675,20.00084601,2235.762,2,-2,1352650.711,TRUE,,,,,
3384,3384,500,450900,0,10,2.997,22.77611348,25.95740535,21.19800387,2271.726,2,-0.73801006,1353167.032,TRUE,,,,,
3385,3385,2,2700,0,10,-2.997,14.72419752,9.215524335,11.38639587,-17.982,0,3.234862858,1353159.728,TRUE,,,,,
3386,3386,500,450900,0,10,2.997,21.86939952,25.00260716,20.29128992,2259.738,2,-0.90772455,1353663.059,TRUE,,,,,
3387,3387,500,450900,0,10,2.997,21.68486061,24.70650515,20.10675101,2265.732,2,-1.00975053,1354174.761,TRUE,,,,,
3388,3388,500,450900,0,10,2.997,21.68887691,24.81805026,20.1107673,2271.726,2,-0.165379533,1354683.887,TRUE,,,,,
3389,3389,500,450900,0,10,0,21.94960322,22.11049099,20.37149362,2223.774,1,-1.129852294,1355209.549,TRUE,,,,,
3390,3390,500,450900,0,10,2.997,21.79914601,24.93087051,20.22103641,2235.762,2,-0.920649513,1355733.87,TRUE,,,,,
3391,3391,500,450900,0,10,2.997,21.76622259,24.89725204,20.18811299,2223.774,2,-0.170432018,1356227.784,TRUE,,,,,
3392,3392,500,450900,0,10,2.997,21.95259054,24.47663809,20.37448093,2283.714,2,-2,1356753.136,TRUE,,,,,
3393,3393,500,450900,0,10,0,22.56499825,22.74483369,20.98688864,2241.756,1,-1.021882359,1357283.9,TRUE,,,,,
3394,3394,500,450900,0,10,0,21.95366468,22.11463819,20.37555508,2253.744,1,-1.12912822,1357784.891,TRUE,,,,,
3395,3395,500,450900,0,10,2.997,21.67824505,24.6997504,20.10013545,2229.768,2,-1.011085689,1358293.655,TRUE,,,,,
3396,3396,500,450900,0,10,2.997,21.37270544,24.38671222,19.79459584,2259.738,2,-0.253282065,1358823.494,TRUE,,,,,
3397,3397,500,450900,0,10,2.997,21.33375129,24.3469357,19.75564168,2271.726,2,-0.252522871,1359334.006,TRUE,,,,,
3398,3398,500,450900,0,10,2.997,21.50909918,24.02272612,19.93098958,2247.75,2,-2,1359841.366,TRUE,,,,,
3399,3399,0,900,0,10,-2.997,13.22141961,8.174184097,9.918478741,-5.994,0,3.701417334,1359837.664,TRUE,,,,,
3400,3400,500,450900,0,10,2.997,21.72036947,24.23951456,20.14225986,2271.726,2,-2,1360338.306,TRUE,,,,,
3401,3401,500,450900,0,10,2.997,22.21188353,25.3523215,20.63377392,2277.72,2,-0.846788205,1360829.704,TRUE,,,,,
3402,3402,500,450900,0,10,2.997,21.5938376,24.61355837,20.015728,2265.732,2,-0.260074258,1361325.301,TRUE,,,,,
3403,3403,500,450900,0,10,2.997,21.66522589,24.79389947,20.08711629,2241.756,2,-0.163912711,1361857.681,TRUE,,,,,
3404,3404,0,900,0,10,-2.997,12.5562445,9.109438969,12.5791815,-5.994,0,3.410978176,1361854.27,TRUE,,,,,
3405,3405,500,450900,0,10,2.997,21.68744927,24.20485158,20.10933966,2265.732,2,-2,1362366.516,TRUE,,,,,
3406,3406,500,450900,0,10,0,22.29026542,22.45834497,20.71215582,2265.732,1,-1.070663457,1362882.501,TRUE,,,,,
3407,3407,500,450900,0,10,0,22.031288,22.19390022,20.4531784,2259.738,1,-1.115378403,1363376.509,TRUE,,,,,
3408,3408,2,2700,0,10,-2.997,10.69721911,8.844005961,14.72138933,-17.982,0,3.30387252,1363368.196,TRUE,,,,,
3409,3409,500,450900,0,10,2.997,21.92735343,25.08477137,20.34924383,2259.738,2,-0.883827361,1363872.504,TRUE,,,,,
3410,3410,500,450900,0,10,2.997,21.55452298,24.68085949,19.97641338,2259.738,2,-0.15788189,1364362.632,TRUE,,,,,
3411,3411,500,450900,0,10,2.997,21.54477741,24.56346463,19.96666781,2277.72,2,-0.257817083,1364895.258,TRUE,,,,,
3412,3412,500,450900,0,10,2.997,21.47480626,24.4920163,19.89669665,2253.744,2,-0.255121599,1365406.115,TRUE,,,,,
3413,3413,500,450900,0,10,2.997,21.49923315,24.51695888,19.92112355,2253.744,2,-0.25599383,1365885.3,TRUE,,,,,
3414,3414,500,450900,0,10,0,21.93380658,22.09436076,20.35569698,2259.738,1,-1.132673024,1366390.599,TRUE,,,,,
3415,3415,500,450900,0,10,2.997,21.35245789,23.86278812,19.77434828,2229.768,2,-2,1366889.454,TRUE,,,,,
3416,3416,500,450900,0,10,2.997,21.57644215,24.70324187,19.99833255,2247.75,2,-0.158967989,1367411.992,TRUE,,,,,
3417,3417,500,450900,0,10,2.997,21.89705183,24.41992691,20.31894223,2253.744,2,-2,1367924.749,TRUE,,,,,
3418,3418,500,450900,0,10,2.997,21.56856085,24.08345547,19.99045125,2259.738,2,-2,1368396.627,TRUE,,,,,
3419,3419,500,450900,0,10,2.997,21.68717041,24.70886371,20.1090608,2271.726,2,-1.009284683,1368917.419,TRUE,,,,,
3420,3420,500,450900,0,10,2.997,21.66330183,24.79215803,20.08519222,2277.72,2,-0.163594322,1369418.809,TRUE,,,,,
3421,3421,500,450900,0,10,2.997,21.98861428,25.12438644,20.41050467,2259.738,2,-0.886107395,1369930.399,TRUE,,,,,
3422,3422,2,2700,0,10,-2.997,11.70896855,9.033923747,14.071194,-17.982,0,3.293262258,1369922.769,TRUE,,,,,
3423,3423,500,450900,0,10,2.997,21.85869859,24.99168032,20.28058899,2259.738,2,-0.909683373,1370424.417,TRUE,,,,,
3424,3424,500,450900,0,10,2.997,21.27961642,24.29292899,19.70150682,2271.726,2,-0.250515991,1370948.361,TRUE,,,,,
3425,3425,500,450900,0,10,2.997,21.95698471,25.09204149,20.3788751,2259.738,2,-0.891822003,1371484.031,TRUE,,,,,
3426,3426,500,450900,0,10,0,22.18048251,22.34624443,20.6023729,2259.738,1,-1.089408145,1372013.559,TRUE,,,,,
3427,3427,500,450900,0,10,2.997,21.57661126,24.09167366,19.99850166,2271.726,2,-2,1372538.087,TRUE,,,,,
3428,3428,500,450900,0,10,2.997,21.79673874,24.92841242,20.21862913,2259.738,2,-0.921095137,1373064.69,TRUE,,,,,
3429,3429,500,450900,0,10,0,21.99183242,22.13062475,20.41372281,2253.744,1,-1.135558022,1373559.976,TRUE,,,,,
3430,3430,500,450900,0,10,2.997,21.58278031,24.70971337,20.00467071,2247.75,2,-0.159292369,1374056.02,TRUE,,,,,
3431,3431,500,450900,0,10,2.997,21.84185059,24.86703308,20.26374098,2253.744,2,-0.978430599,1374590.009,TRUE,,,,,
3432,3432,500,450900,0,10,0,22.04202776,22.20486671,20.46391815,2265.732,1,-1.113489114,1375107.609,TRUE,,,,,
3433,3433,500,450900,0,10,0,22.36174751,22.5313463,20.78363791,2277.72,1,-1.058611386,1375652.859,TRUE,,,,,
3434,3434,500,450900,0,10,2.997,21.79489287,24.31561124,20.21678326,2253.744,2,-2,1376171.12,TRUE,,,,,
3435,3435,500,450900,0,10,2.997,21.93534917,25.06994908,20.35723957,2271.726,2,-0.895729049,1376687.085,TRUE,,,,,
3436,3436,500,450900,0,10,0,21.94145949,22.10217535,20.36334988,2265.732,1,-1.13130555,1377198.139,TRUE,,,,,
3437,3437,500,450900,0,10,2.997,22.07963841,25.2170612,20.5015288,2265.732,2,-0.870055696,1377706.172,TRUE,,,,,
3438,3438,500,450900,0,10,0,21.87225936,22.00852736,20.29414975,2271.726,1,-1.157201647,1378218.194,TRUE,,,,,
3439,3439,500,450900,0,10,2.997,21.51539487,24.02426741,19.93728527,2271.726,2,-2,1378717.81,TRUE,,,,,
3440,3440,500,450900,0,10,0,22.05986759,22.22308316,20.48175798,2235.762,1,-1.110357735,1379233.849,TRUE,,,,,
3441,3441,1,1800,0,10,-2.997,12.54982803,9.81110672,14.61707734,-11.988,0,3.05481849,1379228.331,TRUE,,,,,
3442,3442,500,450900,0,10,2.997,21.91130491,25.04539721,20.3331953,2277.72,2,-0.900087278,1379744.29,TRUE,,,,,
3443,3443,500,450900,0,10,2.997,21.70060821,24.72280891,20.12249861,2265.732,2,-1.006433758,1380257.083,TRUE,,,,,
3444,3444,500,450900,0,10,0,21.81968687,21.97783138,20.24157727,2259.738,1,-1.153266191,1380785.235,TRUE,,,,,
3445,3445,500,450900,0,10,0,22.32577204,22.49950888,20.74766244,2247.75,1,-1.06199968,1381307.817,TRUE,,,,,
3446,3446,2,2700,0,10,-2.997,12.71768324,8.931095108,12.72914302,-17.982,0,3.378244229,1381299.176,TRUE,,,,,
3447,3447,500,450900,0,10,2.997,21.65879948,24.7875611,20.08068988,2253.744,2,-0.163322815,1381801.37,TRUE,,,,,
3448,3448,500,450900,0,10,2.997,21.91850462,25.05279658,20.34039502,2259.738,2,-0.898752573,1382319.324,TRUE,,,,,
3449,3449,500,450900,0,10,2.997,21.47408765,24.49128251,19.89597804,2253.744,2,-0.255097046,1382841.188,TRUE,,,,,
3450,3450,500,450900,0,10,2.997,21.45231215,24.46904729,19.87420255,2241.756,2,-0.25438297,1383365.199,TRUE,,,,,
3451,3451,500,450900,0,10,2.997,21.98188346,25.00979897,20.40377385,2277.72,2,-0.951542418,1383858.779,TRUE,,,,,
3452,3452,500,450900,0,10,0,22.19883459,22.36989161,20.62072499,2247.75,1,-1.083539639,1384388.238,TRUE,,,,,
3453,3453,500,450900,0,10,2.997,21.7070728,24.72918626,20.1289632,2259.738,2,-1.005279749,1384896.201,TRUE,,,,,
3454,3454,500,450900,0,10,0,22.142794,22.30776025,20.5646844,2265.732,1,-1.095913416,1385428.699,TRUE,,,,,
3455,3455,500,450900,0,10,2.997,21.66965701,24.79842414,20.0915474,2271.726,2,-0.164182722,1385933.209,TRUE,,,,,
3456,3456,500,450900,0,10,0,21.82358893,21.98176862,20.24547932,2241.756,1,-1.152583395,1386447.615,TRUE,,,,,
3457,3457,500,450900,0,10,2.997,21.40839499,23.91989597,19.83028539,2241.756,2,-2,1386953.712,TRUE,,,,,
3458,3458,500,450900,0,10,2.997,21.6291362,24.64960434,20.0510266,2283.714,2,-0.261884793,1387485.51,TRUE,,,,,
3459,3459,0,900,0,10,-2.997,10.21725377,7.38860306,11.11825055,-5.994,0,3.982690259,1387481.528,TRUE,,,,,
3460,3460,500,450900,0,10,2.997,21.73231033,24.25066189,20.15420072,2253.744,2,-2,1387982.625,TRUE,,,,,
3461,3461,500,450900,0,10,2.997,21.6214637,24.64176986,20.0433541,2271.726,2,-0.261477116,1388520.864,TRUE,,,,,
3462,3462,1,1800,0,10,-2.997,11.65160347,9.902972044,15.84490111,-11.988,0,2.91224494,1388516.212,TRUE,,,,,
3463,3463,500,450900,0,10,2.997,21.54025546,24.55884719,19.96214586,2277.72,2,-0.257624529,1389009.508,TRUE,,,,,
3464,3464,1,1800,0,10,-2.997,13.74518965,9.171646715,12.19141084,-11.988,0,3.292793495,1389003.404,TRUE,,,,,
3465,3465,500,450900,0,10,0,22.55773572,22.73147426,20.97962612,2277.72,1,-1.026189445,1389528.248,TRUE,,,,,
3466,3466,500,450900,0,10,2.997,21.54606857,24.06048617,19.96795896,2223.774,2,-2,1390058.654,TRUE,,,,,
3467,3467,500,450900,0,10,2.997,21.76012263,24.89102283,20.18201302,2253.744,2,-0.169992246,1390586.644,TRUE,,,,,
3468,3468,500,450900,0,10,2.997,21.78782647,24.81164474,20.20971686,2253.744,2,-0.989192567,1391136.489,TRUE,,,,,
3469,3469,500,450900,0,10,2.997,21.50270962,24.01621187,19.92460002,2265.732,2,-2,1391670.768,TRUE,,,,,
3470,3470,500,450900,0,10,2.997,21.98342984,25.14203173,20.40532024,2265.732,2,-0.873835919,1392188.46,TRUE,,,,,
3471,3471,500,450900,0,10,2.997,21.6756466,24.19279975,20.09753699,2265.732,2,-2,1392720.08,TRUE,,,,,
3472,3472,500,450900,0,10,2.997,21.98745589,25.12293269,20.40934628,2259.738,2,-0.886471897,1393235.166,TRUE,,,,,
3473,3473,500,450900,0,10,2.997,20.44598537,23.29892079,18.86787576,2217.78,2,-1.013107259,1393735.992,TRUE,,,,,
3474,3474,500,450900,0,10,2.997,22.37010009,25.51392589,20.79199048,2241.756,2,-0.819673477,1394266.309,TRUE,,,,,
3475,3475,1,1800,0,10,-2.997,13.44649979,8.765122782,11.17665945,-11.988,0,3.489864788,1394259.795,TRUE,,,,,
3476,3476,500,450900,0,10,2.997,21.34076328,23.85083645,19.76265368,2241.756,2,-2,1394781.431,TRUE,,,,,
3477,3477,500,450900,0,10,2.997,21.70111104,24.8307659,20.12300143,2247.75,2,-0.165962087,1395319.518,TRUE,,,,,
3478,3478,500,450900,0,10,0,22.03488045,22.19756852,20.45677085,2265.732,1,-1.114746085,1395827.343,TRUE,,,,,
3479,3479,500,450900,0,10,2.997,21.76566054,24.78901086,20.18755094,2259.738,2,-0.993582702,1396362.527,TRUE,,,,,
3480,3480,500,450900,0,10,2.997,21.53755246,24.05179028,19.95944286,2229.768,2,-2,1396880.53,TRUE,,,,,
3481,3481,1,1800,0,10,-2.997,11.91461221,9.261495738,14.19415478,-11.988,0,3.236710536,1396874.622,TRUE,,,,,
3482,3482,500,450900,0,10,2.997,21.70096676,24.72323549,20.12285716,2277.72,2,-1.006322463,1397372.433,TRUE,,,,,
3483,3483,500,450900,0,10,0,22.32011635,21.85387779,20.74200675,2253.744,1,-1.485443244,1397868.862,TRUE,,,,,
3484,3484,500,450900,0,10,0,22.01453611,22.17679468,20.4364265,2277.72,1,-1.118331615,1398383.955,TRUE,,,,,
3485,3485,500,450900,0,10,2.997,21.74815474,24.87880228,20.17004513,2277.72,2,-0.169141597,1398904.143,TRUE,,,,,
3486,3486,500,450900,0,10,2.997,21.35790121,24.37159763,19.77979161,2259.738,2,-0.252970156,1399424.687,TRUE,,,,,
3487,3487,500,450900,0,10,2.997,21.78592065,24.30540399,20.20781105,2271.726,2,-2,1399926.432,TRUE,,,,,
3488,3488,500,450900,0,10,2.997,21.37474351,23.88553405,19.79663391,2271.726,2,-2,1400457.195,TRUE,,,,,
3489,3489,500,450900,0,10,0,22.25745626,22.40191419,20.67934666,2253.744,1,-1.088888658,1400999.061,TRUE,,,,,
3490,3490,500,450900,0,10,2.997,21.50126168,24.64941078,19.92315208,2259.738,2,-0.13473867,1401521.331,TRUE,,,,,
3491,3491,500,450900,0,10,2.997,22.08692444,25.24771122,20.50881484,2241.756,2,-0.85562487,1402021.572,TRUE,,,,,
3492,3492,500,450900,0,10,2.997,21.88542659,25.01874887,20.30731698,2271.726,2,-0.904928936,1402559.373,TRUE,,,,,
3493,3493,2,2700,0,10,-2.997,13.52280309,8.999100233,12.01013078,-17.982,0,3.359583613,1402550.83,TRUE,,,,,
3494,3494,500,450900,0,10,0,22.81131051,22.99634543,21.2332009,2241.756,1,-0.982450877,1403081.783,TRUE,,,,,
3495,3495,500,450900,0,10,2.997,21.60676478,24.12246375,20.02865518,2265.732,2,-2,1403594.276,TRUE,,,,,
3496,3496,500,450900,0,10,2.997,21.42669391,23.93859138,19.84858431,2259.738,2,-2,1404129.829,TRUE,,,,,
3497,3497,0,900,0,10,-2.997,11.54984288,9.917268344,13.29236891,-5.994,0,3.342121958,1404126.487,TRUE,,,,,
3498,3498,500,450900,0,10,2.997,21.61979578,24.13576983,20.04168618,2283.714,2,-2,1404640.616,TRUE,,,,,
3499,3499,500,450900,0,10,0,22.05654778,22.21969327,20.47843818,2277.72,1,-1.1109398,1405152.144,TRUE,,,,,
3500,3500,500,450900,0,10,2.997,22.22769123,25.36846293,20.64958163,2277.72,2,-0.844053179,1405640.666,TRUE,,,,,
3501,3501,500,450900,0,10,2.997,21.75386692,24.88463553,20.17575732,2271.726,2,-0.169545044,1406143.742,TRUE,,,,,
3502,3502,500,450900,0,10,0,21.48233269,21.50269945,19.90422309,2247.75,1,-0.505384647,1406642.24,TRUE,,,,,
3503,3503,500,450900,0,10,2.997,21.45488075,23.96737327,19.87677115,2277.72,2,-2,1407161.836,TRUE,,,,,
3504,3504,500,450900,0,10,2.997,22.11138869,25.27269194,20.53327909,2247.75,2,-0.851362298,1407636.933,TRUE,,,,,
3505,3505,500,450900,0,10,0,22.20977796,22.38106601,20.63166836,2253.744,1,-1.081667022,1408148.636,TRUE,,,,,
3506,3506,1,1800,0,10,-2.997,12.15751534,9.820583923,14.73588442,-11.988,0,3.085156861,1408143.032,TRUE,,,,,
3507,3507,500,450900,0,10,0,21.98739349,22.14907905,20.40928388,2277.72,1,-1.123133051,1408657.486,TRUE,,,,,
3508,3508,500,450900,0,10,2.997,21.72885186,24.88829276,20.15074225,2247.75,2,-0.141619638,1409182.506,TRUE,,,,,
3509,3509,500,450900,0,10,2.997,22.0450881,24.57135975,20.46697849,2283.714,2,-2,1409696.527,TRUE,,,,,
3510,3510,500,450900,0,10,2.997,21.73708668,24.76005748,20.15897708,2229.768,2,-0.999126374,1410206.755,TRUE,,,,,
3511,3511,500,450900,0,10,2.997,21.57287057,24.08785617,19.99476097,2235.762,2,-2,1410716.168,TRUE,,,,,
3512,3512,500,450900,0,10,2.997,21.93707981,25.09471326,20.3589702,2265.732,2,-0.882082103,1411234.889,TRUE,,,,,
3513,3513,500,450900,0,10,2.997,21.85419198,24.98707857,20.27608238,2277.72,2,-0.91050937,1411748.932,TRUE,,,,,
3514,3514,500,450900,0,10,2.997,22.6822921,25.86055768,21.1041825,2265.732,2,-0.753490069,1412269.341,TRUE,,,,,
3515,3515,500,450900,0,10,0,22.25808355,22.40249687,20.67997395,2265.732,1,-1.088812845,1412780.102,TRUE,,,,,
3516,3516,500,450900,0,10,2.997,21.42015167,23.93191102,19.84204207,2265.732,2,-2,1413296.481,TRUE,,,,,
3517,3517,500,450900,0,10,2.997,21.48724398,24.5047166,19.90913438,2265.732,2,-0.255556569,1413817.673,TRUE,,,,,
3518,3518,500,450900,0,10,2.997,21.72670186,24.24493282,20.14859225,2235.762,2,-2,1414358.11,TRUE,,,,,
3519,3519,0,900,0,10,-2.997,16.90941517,9.392632221,10.07433999,-5.994,0,2.879331023,1414355.231,TRUE,,,,,
3520,3520,500,450900,0,10,2.997,21.44365228,23.95100005,19.86554268,2253.744,2,-2,1414899.951,TRUE,,,,,
3521,3521,0,900,0,10,-2.997,11.10554793,8.353075934,11.17504544,-5.994,0,3.79760939,1414896.153,TRUE,,,,,
3522,3522,500,450900,0,10,2.997,21.97294146,24.99962267,20.39483185,2259.738,2,-0.953891285,1415435.474,TRUE,,,,,
