episode,step,time,air_temperature,ground_temperature,hvac_temperature,basement_temperature,main-temperature,attic_temperature,heat_added,action,reward,total_reward,terminal
1066,500,450900,"[0.0, 10.0, 2.997, 21.875846455544817, 24.398273855887957, 20.297736851967162]",,,,,TRUE,2295.702,2,-2,487694.431,TRUE
1067,500,450900,"[0.0, 10.0, 2.997, 21.810464422647705, 24.8347606085747, 20.23235481907005]",,,,,TRUE,2259.738,2,-0.984728536,488277.3833,TRUE
1068,500,450900,"[0.0, 10.0, 2.997, 21.59556740228965, 24.74955929937887, 20.017457798711995]",,,,,TRUE,2289.708,2,-0.135864235,488864.0313,TRUE
1069,500,450900,"[0.0, 10.0, 2.997, 21.803630937277315, 24.324533777822612, 20.22552133369966]",,,,,TRUE,2295.702,2,-2,489422.698,TRUE
1070,500,450900,"[0.0, 10.0, 2.997, 21.492980426013293, 24.51057194976775, 19.91487082243564]",,,,,TRUE,2265.732,2,-0.2557657,489992.1149,TRUE
1071,500,450900,"[0.0, 10.0, 0.0, 22.247687440718714, 22.414868137224214, 20.66957783714106]",,,,,TRUE,2283.714,1,-1.077897765,490562.673,TRUE
1072,500,450900,"[0.0, 10.0, 0.0, 22.525681228958046, 22.70363839232643, 20.94757162538039]",,,,,TRUE,2307.69,1,-1.028847302,491092.2595,TRUE
1073,500,450900,"[0.0, 10.0, 2.997, 22.254630824712546, 25.395971149848044, 20.67652122113489]",,,,,TRUE,2313.684,2,-0.839407038,491635.0539,TRUE
1074,500,450900,"[0.0, 10.0, 2.997, 21.793273430818488, 24.312911995389662, 20.215163827240833]",,,,,TRUE,2301.696,2,-2,492192.5647,TRUE
1075,500,450900,"[0.0, 10.0, 2.997, 22.328167505674436, 25.49404723190644, 20.75005790209678]",,,,,TRUE,2289.708,2,-0.814260729,492770.0042,TRUE
1076,500,450900,"[0.0, 10.0, 2.997, 21.87591248478006, 24.900542568697638, 20.297802881202404]",,,,,TRUE,2277.72,2,-0.972588588,493346.9369,TRUE
1077,500,450900,"[0.0, 10.0, 2.997, 22.04869548136887, 25.185688266964483, 20.470585877791216]",,,,,TRUE,2283.714,2,-0.875411514,493922.113,TRUE
1078,500,450900,"[0.0, 10.0, 2.997, 22.060223254251056, 25.09001594846323, 20.4821136506734]",,,,,TRUE,2289.708,2,-0.936585698,494492.4258,TRUE
1079,500,450900,"[0.0, 10.0, 2.997, 21.961879151273695, 25.097039140903764, 20.38376954769604]",,,,,TRUE,2283.714,2,-0.890940136,495079.4822,TRUE
1080,500,450900,"[0.0, 10.0, 2.997, 21.94599478310386, 24.973375878530053, 20.367885179526205]",,,,,TRUE,2301.696,2,-0.958264682,495622.7729,TRUE
1081,500,450900,"[0.0, 10.0, 2.997, 21.70909947178795, 24.22695885166567, 20.130989868210296]",,,,,TRUE,2271.726,2,-2,496172.9214,TRUE
1082,500,450900,"[0.0, 10.0, 0.0, 22.218978597565304, 22.362614048726858, 20.64086899398765]",,,,,TRUE,2301.696,1,-1.09553321,496673.2247,TRUE
1083,500,450900,"[0.0, 10.0, 2.997, 21.714666152405194, 24.73693992315481, 20.13655654882754]",,,,,TRUE,2277.72,2,-1.003755986,497225.7544,TRUE
1084,500,450900,"[0.0, 10.0, 2.997, 21.842921571814298, 24.363608272074305, 20.264811968236643]",,,,,TRUE,2289.708,2,-2,497809.7222,TRUE
1085,500,450900,"[0.0, 10.0, 2.997, 22.39477455763082, 25.56207278599705, 20.816664954053167]",,,,,TRUE,2307.69,2,-0.803085275,498370.0446,TRUE
1086,500,450900,"[0.0, 10.0, 2.997, 21.818806321851866, 24.84327861516898, 20.24069671827421]",,,,,TRUE,2283.714,2,-0.983088519,498912.056,TRUE
1087,500,450900,"[0.0, 10.0, 2.997, 21.84365496025766, 24.3656869102767, 20.265545356680004]",,,,,TRUE,2301.696,2,-2,499479.2921,TRUE
1088,1,1800,"[0.0, 10.0, -2.997, 11.366307355238458, 9.6839783912713, 15.862228575431224]",,,,,TRUE,-11.988,0,2.945954361,499474.4839,TRUE
1089,500,450900,"[0.0, 10.0, 0.0, 22.272322513876116, 22.440023165885947, 20.694212910298457]",,,,,TRUE,2289.708,1,-1.073706722,500018.2194,TRUE
1090,500,450900,"[0.0, 10.0, 2.997, 21.654930380995026, 24.171646187035794, 20.07682077741737]",,,,,TRUE,2301.696,2,-2,500595.2831,TRUE
1091,500,450900,"[0.0, 10.0, 2.997, 21.78904041726699, 24.30369211459824, 20.210930813689334]",,,,,TRUE,2283.714,2,-2,501171.5939,TRUE
1092,500,450900,"[0.0, 10.0, 0.0, 22.0576175098357, 22.196529892260408, 20.479507906258046]",,,,,TRUE,2253.744,1,-1.124553913,501720.8612,TRUE
1093,500,450900,"[0.0, 10.0, 2.997, 21.863447367982797, 24.888862551559193, 20.285337764405142]",,,,,TRUE,2301.696,2,-0.974356364,502293.8796,TRUE
1094,500,450900,"[0.0, 10.0, 2.997, 21.681512384778124, 24.193881689512303, 20.10340278120047]",,,,,TRUE,2289.708,2,-2,502880.8247,TRUE
1095,500,450900,"[0.0, 10.0, 0.0, 22.363275797690672, 22.539015403585026, 20.785166194113017]",,,,,TRUE,2295.702,1,-1.05505687,503422.6435,TRUE
1096,500,450900,"[0.0, 10.0, 2.997, 22.091779762160428, 25.22968220708243, 20.513670158582773]",,,,,TRUE,2265.732,2,-0.867784151,504000.6883,TRUE
1097,500,450900,"[0.0, 10.0, 0.0, 22.29421445848563, 22.467274882222384, 20.716104854907975]",,,,,TRUE,2301.696,1,-1.067323583,504565.3965,TRUE
1098,500,450900,"[0.0, 10.0, 2.997, 21.9354187553994, 24.962576579292616, 20.357309151821745]",,,,,TRUE,2301.696,2,-0.960294722,505137.4408,TRUE
1099,500,450900,"[0.0, 10.0, 2.997, 22.576144732313107, 25.74727190031166, 20.998035128735452]",,,,,TRUE,2295.702,2,-0.773188211,505694.3014,TRUE
1100,2,2700,"[0.0, 10.0, -2.997, 12.19199615798138, 8.535353525680765, 12.37825750461268]",,,,,TRUE,-17.982,0,3.518853757,505685.3842,TRUE
1101,500,450900,"[0.0, 10.0, 2.997, 22.08595436890969, 25.116066475715584, 20.507844765332035]",,,,,TRUE,2265.732,2,-0.931898011,506253.8509,TRUE
1102,500,450900,"[0.0, 10.0, 0.0, 21.980333863023677, 22.01143989814276, 20.402224259446022]",,,,,TRUE,2277.72,1,-1.201700487,506822.6685,TRUE
1103,500,450900,"[0.0, 10.0, 2.997, 21.311229073742687, 23.79279429928216, 19.733119470165033]",,,,,TRUE,2283.714,2,-2,507386.7529,TRUE
1104,500,450900,"[0.0, 10.0, 2.997, 21.855647988802563, 24.88112175166572, 20.277538385224908]",,,,,TRUE,2301.696,2,-0.975736132,507952.3963,TRUE
1105,500,450900,"[0.0, 10.0, 2.997, 22.107597647166486, 25.274938994185334, 20.52948804358883]",,,,,TRUE,2277.72,2,-0.848593052,508509.5584,TRUE
1106,500,450900,"[0.0, 10.0, 0.0, 22.434655953877066, 22.61069146114847, 20.85654635029941]",,,,,TRUE,2307.69,1,-1.043829681,509060.7634,TRUE
1107,500,450900,"[0.0, 10.0, 0.0, 22.237386563299623, 22.404349774915634, 20.659276959721968]",,,,,TRUE,2289.708,1,-1.079654691,509635.3981,TRUE
1108,500,450900,"[0.0, 10.0, 2.997, 21.5770622657083, 24.087236675656108, 19.998952662130645]",,,,,TRUE,2283.714,2,-2,510207.9199,TRUE
1109,500,450900,"[0.0, 10.0, 2.997, 21.965093705414727, 24.992654763805177, 20.386984101837072]",,,,,TRUE,2313.684,2,-0.95474628,510757.0768,TRUE
1110,500,450900,"[0.0, 10.0, 2.997, 21.68483390262235, 24.70543008537325, 20.106724299044696]",,,,,TRUE,2307.69,2,-1.010437914,511319.3135,TRUE
1111,500,450900,"[0.0, 10.0, 0.0, 22.27104855644844, 22.438722433831188, 20.692938952870787]",,,,,TRUE,2307.69,1,-1.073923026,511876.9157,TRUE
1112,500,450900,"[0.0, 10.0, 2.997, 21.66292328276634, 24.684102527619626, 20.084813679188684]",,,,,TRUE,2271.726,2,-0.263773599,512452.192,TRUE
1113,500,450900,"[0.0, 10.0, 2.997, 21.76671404006864, 24.285789736371928, 20.188604436490984]",,,,,TRUE,2271.726,2,-2,513039.0304,TRUE
1114,500,450900,"[0.0, 10.0, 2.997, 22.12705352094709, 24.65500790428764, 20.548943917369435]",,,,,TRUE,2307.69,2,-2,513604.099,TRUE
1115,500,450900,"[0.0, 10.0, 2.997, 21.807159761272334, 24.831386177350545, 20.22905015769468]",,,,,TRUE,2283.714,2,-0.985378969,514181.5113,TRUE
1116,500,450900,"[0.0, 10.0, 0.0, 22.207438203642987, 22.373769169844728, 20.62932860006533]",,,,,TRUE,2271.726,1,-1.084777721,514757.4306,TRUE
1117,500,450900,"[0.0, 10.0, 0.0, 22.27739413711743, 22.451436233182406, 20.699284533539775]",,,,,TRUE,2277.72,1,-1.069438297,515320.9991,TRUE
1118,500,450900,"[0.0, 10.0, 2.997, 21.984050642389697, 25.01201143942243, 20.405941038812042]",,,,,TRUE,2289.708,2,-0.951129869,515888.3455,TRUE
1119,500,450900,"[0.0, 10.0, 2.997, 21.980306465325764, 25.00841204769266, 20.40219686174811]",,,,,TRUE,2295.702,2,-0.95170563,516449.2756,TRUE
1120,500,450900,"[0.0, 10.0, 2.997, 22.188271372094405, 25.328258530869572, 20.61016176851675]",,,,,TRUE,2295.702,2,-0.850858944,517031.4917,TRUE
1121,500,450900,"[0.0, 10.0, 2.997, 21.793427245417163, 24.817586995229394, 20.21531764183951]",,,,,TRUE,2307.69,2,-0.98794417,517593.7016,TRUE
1122,500,450900,"[0.0, 10.0, 2.997, 21.78116651758054, 24.8048441899503, 20.203056914002886]",,,,,TRUE,2277.72,2,-0.990509616,518175.3976,TRUE
1123,500,450900,"[0.0, 10.0, 2.997, 21.6387036018779, 24.155076841397975, 20.06059399830025]",,,,,TRUE,2283.714,2,-2,518755.0059,TRUE
1124,500,450900,"[0.0, 10.0, 2.997, 20.995361138326434, 22.858293885962787, 19.41725153474878]",,,,,TRUE,2289.708,2,-1.122917395,519305.9757,TRUE
1125,2,2700,"[0.0, 10.0, -2.997, 14.3291138790999, 9.551366079142657, 11.88793415529003]",,,,,TRUE,-5.994,0,3.222875973,519297.1381,TRUE
1126,500,450900,"[0.0, 10.0, 2.997, 22.157265562263785, 25.319547500171403, 20.57915595868613]",,,,,TRUE,2277.72,2,-0.843405543,519862.892,TRUE
1127,500,450900,"[0.0, 10.0, 2.997, 21.711065649064075, 24.732217792191964, 20.13295604548642]",,,,,TRUE,2271.726,2,-1.005155177,520425.7366,TRUE
1128,500,450900,"[0.0, 10.0, 2.997, 22.163442813299643, 25.195414594901248, 20.585333209721988]",,,,,TRUE,2319.678,2,-0.91736941,520962.6734,TRUE
1129,0,900,"[0.0, 10.0, -2.997, 11.986114350416436, 9.163256853051195, 11.064706482641002]",,,,,TRUE,-5.994,0,3.621121507,520959.0523,TRUE
1130,500,450900,"[0.0, 10.0, 2.997, 21.979984466528265, 25.00808312547268, 20.401874862950613]",,,,,TRUE,2313.684,2,-0.95176707,521503.7831,TRUE
1131,0,900,"[0.0, 10.0, -2.997, 13.662629919586095, 8.779572112652254, 11.10861347949577]",,,,,TRUE,-5.994,0,3.465405649,521500.3177,TRUE
1132,1,1800,"[0.0, 10.0, -2.997, 13.255353445294054, 8.629361149189691, 10.922752971123225]",,,,,TRUE,-11.988,0,3.555296353,521493.7078,TRUE
1133,500,450900,"[0.0, 10.0, 2.997, 21.996523427379056, 25.132414798998692, 20.4184138238014]",,,,,TRUE,2295.702,2,-0.884717475,522051.9798,TRUE
1134,500,450900,"[0.0, 10.0, 2.997, 22.003456293631288, 25.139493562454586, 20.425346690053633]",,,,,TRUE,2307.69,2,-0.883476655,522614.9728,TRUE
1135,500,450900,"[0.0, 10.0, 2.997, 21.978992043240556, 25.13749967579948, 20.4008824396629]",,,,,TRUE,2307.69,2,-0.874623712,523144.514,TRUE
1136,500,450900,"[0.0, 10.0, 2.997, 22.06166525834562, 25.198931850155887, 20.483555654767965]",,,,,TRUE,2295.702,2,-0.873110015,523723.6545,TRUE
1137,500,450900,"[0.0, 10.0, 0.0, 22.09079098868361, 22.124228441232095, 20.512681385105957]",,,,,TRUE,2277.72,1,-1.180859274,524298.1402,TRUE
1138,500,450900,"[0.0, 10.0, 2.997, 22.310356512746093, 25.480757714449123, 20.73224690916844]",,,,,TRUE,2265.732,2,-0.814600195,524867.999,TRUE
1139,500,450900,"[0.0, 10.0, 0.0, 22.384185036637206, 22.55915504294819, 20.80607543305955]",,,,,TRUE,2301.696,1,-1.052217743,525447.3375,TRUE
1140,500,450900,"[0.0, 10.0, 2.997, 21.680412570596786, 24.700917590860065, 20.10230296701913]",,,,,TRUE,2301.696,2,-1.011329436,526019.1491,TRUE
1141,500,450900,"[0.0, 10.0, 2.997, 22.69447034242379, 25.87403863353531, 21.116360738846137]",,,,,TRUE,2313.684,2,-0.751000417,526564.7638,TRUE
1142,500,450900,"[0.0, 10.0, 0.0, 22.172353924885126, 22.31500504745926, 20.59424432130747]",,,,,TRUE,2301.696,1,-1.10362933,527128.4154,TRUE
1143,500,450900,"[0.0, 10.0, 2.997, 21.794495411769997, 24.31415760128609, 20.216385808192342]",,,,,TRUE,2301.696,2,-2,527687.981,TRUE
1144,500,450900,"[0.0, 10.0, 2.997, 21.917566113150414, 24.944347046578766, 20.33945650957276]",,,,,TRUE,2301.696,2,-0.963730513,528246.2643,TRUE
1145,500,450900,"[0.0, 10.0, 2.997, 21.80409207760134, 24.32395686864547, 20.225982474023688]",,,,,TRUE,2283.714,2,-2,528797.2331,TRUE
1146,500,450900,"[0.0, 10.0, 2.997, 21.751285669350686, 24.90471524980556, 20.17317606577303]",,,,,TRUE,2283.714,2,-0.148961022,529354.2433,TRUE
1147,500,450900,"[0.0, 10.0, 2.997, 21.638746745877626, 24.15512090073272, 20.06063714229997]",,,,,TRUE,2295.702,2,-2,529897.9533,TRUE
1148,500,450900,"[0.0, 10.0, 2.997, 22.13131844857116, 25.26983236317127, 20.553208844993506]",,,,,TRUE,2301.696,2,-0.860955736,530458.0872,TRUE
1149,500,450900,"[0.0, 10.0, 0.0, 22.431620896934216, 22.602694822749314, 20.85351129335656]",,,,,TRUE,2301.696,1,-1.046952548,531017.9224,TRUE
1150,500,450900,"[0.0, 10.0, 2.997, 21.605269883212195, 24.624188547644373, 20.027160279634536]",,,,,TRUE,2283.714,2,-0.261646604,531578.6324,TRUE
1151,500,450900,"[0.0, 10.0, 2.997, 22.02741845498874, 25.16396159347588, 20.449308851411086]",,,,,TRUE,2289.708,2,-0.879197647,532167.7868,TRUE
1152,500,450900,"[0.0, 10.0, 2.997, 22.212596689450212, 25.376036557409282, 20.634487085872557]",,,,,TRUE,2271.726,2,-0.833893695,532760.1636,TRUE
1153,500,450900,"[0.0, 10.0, 2.997, 22.142718609385877, 25.281696334797367, 20.564609005808222]",,,,,TRUE,2307.69,2,-0.858832153,533327.4586,TRUE
1154,500,450900,"[0.0, 10.0, 2.997, 21.994005970172008, 25.12984419507618, 20.415896366594353]",,,,,TRUE,2277.72,2,-0.88516848,533912.1721,TRUE
1155,500,450900,"[0.0, 10.0, 2.997, 22.17610791926158, 25.338777465978172, 20.597998315683924]",,,,,TRUE,2283.714,2,-0.840161365,534489.999,TRUE
1156,500,450900,"[0.0, 10.0, 2.997, 21.783975162866856, 24.303415261957383, 20.2058655592892]",,,,,TRUE,2301.696,2,-2,535062.3477,TRUE
1157,500,450900,"[0.0, 10.0, 2.997, 21.500853138377302, 23.986479516065568, 19.922743534799647]",,,,,TRUE,2277.72,2,-2,535643.1095,TRUE
1158,500,450900,"[0.0, 10.0, 0.0, 22.448709190319004, 22.62504137808968, 20.87059958674135]",,,,,TRUE,2289.708,1,-1.041504453,536215.6514,TRUE
1159,500,450900,"[0.0, 10.0, 2.997, 21.449950353577407, 23.957431083312258, 19.871840749999752]",,,,,TRUE,2295.702,2,-2,536793.6602,TRUE
1160,500,450900,"[0.0, 10.0, 2.997, 21.634027392718725, 24.15029173620515, 20.05591778914107]",,,,,TRUE,2283.714,2,-2,537369.6526,TRUE
1161,500,450900,"[0.0, 10.0, 2.997, 22.043864848647388, 24.56389665693997, 20.465755245069733]",,,,,TRUE,2283.714,2,-2,537960.9534,TRUE
1162,500,450900,"[0.0, 10.0, 2.997, 20.896285298857492, 23.979559498205617, 19.318175695279837]",,,,,TRUE,2301.696,2,-0.17642588,538523.2707,TRUE
1163,500,450900,"[0.0, 10.0, 2.997, 21.85124806250001, 24.876628478369092, 20.273138458922354]",,,,,TRUE,2307.69,2,-0.976594905,539093.4453,TRUE
1164,500,450900,"[0.0, 10.0, 2.997, 21.688393637814166, 24.2009082139664, 20.11028403423651]",,,,,TRUE,2289.708,2,-2,539664.5443,TRUE
1165,500,450900,"[0.0, 10.0, 2.997, 22.01251520174387, 25.148744178492734, 20.43440559816622]",,,,,TRUE,2289.708,2,-0.881856781,540198.6388,TRUE
1166,500,450900,"[0.0, 10.0, 2.997, 22.064685151577798, 25.20201559711532, 20.486575548000143]",,,,,TRUE,2265.732,2,-0.872574749,540762.5604,TRUE
1167,500,450900,"[0.0, 10.0, 2.997, 22.0445401149607, 25.18144517583997, 20.466430511383045]",,,,,TRUE,2301.696,2,-0.876149885,541337.9788,TRUE
1168,500,450900,"[0.0, 10.0, 2.997, 22.102117991218016, 25.13284269526749, 20.524008387640365]",,,,,TRUE,2307.69,2,-0.928716026,541912.8512,TRUE
1169,500,450900,"[0.0, 10.0, 2.997, 21.50645853934157, 24.64877581546937, 19.928348935763914]",,,,,TRUE,2277.72,2,-0.140308415,542452.0212,TRUE
1170,500,450900,"[0.0, 10.0, 0.0, 22.44253295465854, 22.618734754764652, 20.864423351080884]",,,,,TRUE,2289.708,1,-1.042525812,543023.3377,TRUE
1171,500,450900,"[0.0, 10.0, 2.997, 22.215053745177645, 25.355558671365472, 20.63694414159999]",,,,,TRUE,2295.702,2,-0.846239167,543601.8409,TRUE
1172,500,450900,"[0.0, 10.0, 2.997, 21.629170135584307, 24.140386767342516, 20.05106053200665]",,,,,TRUE,2283.714,2,-2,544177.6929,TRUE
1173,500,450900,"[0.0, 10.0, 2.997, 21.805147392826736, 24.93699812423501, 20.22703778924908]",,,,,TRUE,2283.714,2,-0.91953964,544767.7512,TRUE
1174,500,450900,"[0.0, 10.0, 2.997, 21.782781807007755, 24.302196712949236, 20.2046722034301]",,,,,TRUE,2277.72,2,-2,545336.9331,TRUE
1175,500,450900,"[0.0, 10.0, 0.0, 22.401276554960663, 22.571699699986777, 20.82316695138301]",,,,,TRUE,2271.726,1,-1.052007233,545902.9088,TRUE
1176,500,450900,"[0.0, 10.0, 0.0, 22.4285975485622, 22.599597451000662, 20.850487944984543]",,,,,TRUE,2283.714,1,-1.047460137,546476.2455,TRUE
1177,500,450900,"[0.0, 10.0, 2.997, 22.294689328758707, 25.459862269758695, 20.716579725181052]",,,,,TRUE,2265.732,2,-0.819914345,547045.301,TRUE
1178,500,450900,"[0.0, 10.0, 2.997, 20.816347696823865, 23.89688870179287, 19.23823809324621]",,,,,TRUE,2271.726,2,-0.179542316,547607.8025,TRUE
1179,500,450900,"[0.0, 10.0, 2.997, 21.846607971675084, 24.871667655608494, 20.26849836809743]",,,,,TRUE,2301.696,2,-0.977641417,548177.8786,TRUE
1180,500,450900,"[0.0, 10.0, 0.0, 22.61620697127599, 22.79607523594015, 21.038097367698334]",,,,,TRUE,2271.726,1,-1.014127273,548762.1143,TRUE
1181,500,450900,"[0.0, 10.0, 2.997, 21.768164682598083, 24.791567871774262, 20.190055079020432]",,,,,TRUE,2283.714,2,-0.993085778,549336.9721,TRUE
1182,1,1800,"[0.0, 10.0, -2.997, 12.519400810234773, 9.932422913507374, 11.976280982858023]",,,,,TRUE,0,0,3.381295446,549329.9914,TRUE
1183,500,450900,"[0.0, 10.0, 2.997, 21.780340789781416, 24.804001031030456, 20.20223118620376]",,,,,TRUE,2283.714,2,-0.990673028,549915.87,TRUE
1184,500,450900,"[0.0, 10.0, 2.997, 21.13744468375614, 24.27191219239185, 19.559335080178485]",,,,,TRUE,2295.702,2,-0.131019923,550490.3706,TRUE
1185,500,450900,"[0.0, 10.0, 2.997, 21.93468675772153, 25.069272683652578, 20.356577154143874]",,,,,TRUE,2307.69,2,-0.895848886,551050.5958,TRUE
1186,500,450900,"[0.0, 10.0, 2.997, 21.649665163907837, 24.166269819534584, 20.071555560330182]",,,,,TRUE,2301.696,2,-2,551621.6488,TRUE
1187,1,1800,"[0.0, 10.0, -2.997, 13.088697000928173, 8.793778102635441, 11.813701019173523]",,,,,TRUE,-11.988,0,3.459634961,551615.1723,TRUE
1188,500,450900,"[0.0, 10.0, 2.997, 21.974705827726268, 25.11013660371857, 20.396596224148613]",,,,,TRUE,2265.732,2,-0.8886322,552191.4586,TRUE
1189,500,450900,"[0.0, 10.0, 0.0, 22.15601475130482, 22.32126010739987, 20.577905147727165]",,,,,TRUE,2301.696,1,-1.093627269,552755.84,TRUE
1190,500,450900,"[0.0, 10.0, 2.997, 22.3098707861134, 25.452435249724218, 20.731761182535745]",,,,,TRUE,2277.72,2,-0.829905742,553329.301,TRUE
1191,500,450900,"[0.0, 10.0, 2.997, 21.775842775738738, 24.295111185971837, 20.197733172161083]",,,,,TRUE,2295.702,2,-2,553894.692,TRUE
1192,500,450900,"[0.0, 10.0, 2.997, 20.67507490896026, 22.52629056899045, 19.096965305382604]",,,,,TRUE,2271.726,2,-1.049409287,554467.0504,TRUE
1193,500,450900,"[0.0, 10.0, 2.997, 22.07973980388489, 25.10999207784199, 20.501630200307236]",,,,,TRUE,2301.696,2,-0.932897072,555028.842,TRUE
1194,500,450900,"[0.0, 10.0, 2.997, 22.44784772251532, 24.98262221289195, 20.869738118937665]",,,,,TRUE,2313.684,2,-0.449221562,555572.0806,TRUE
1195,500,450900,"[0.0, 10.0, 2.997, 21.83460631922272, 24.355117474634223, 20.256496715645063]",,,,,TRUE,2295.702,2,-2,556154.9898,TRUE
1196,500,450900,"[0.0, 10.0, 2.997, 22.446343895891697, 25.619626149489932, 20.868234292314042]",,,,,TRUE,2283.714,2,-0.791895498,556733.375,TRUE
1197,500,450900,"[0.0, 10.0, 0.0, 22.21604404759237, 22.359346641280133, 20.637934444014714]",,,,,TRUE,2295.702,1,-1.096192373,557319.7914,TRUE
1198,500,450900,"[0.0, 10.0, 2.997, 21.584306539924377, 23.95802696076482, 20.006196936346722]",,,,,TRUE,2289.708,2,-2,557893.7016,TRUE
1199,1,1800,"[0.0, 10.0, -2.997, 10.982738442198182, 8.929478886681679, 14.488823607511542]",,,,,TRUE,-11.988,0,3.312293249,557887.7102,TRUE
1200,500,450900,"[0.0, 10.0, 2.997, 21.77370476119585, 24.797222734532973, 20.195595157618197]",,,,,TRUE,2289.708,2,-0.99198866,558455.6448,TRUE
1201,500,450900,"[0.0, 10.0, 2.997, 21.689984336395387, 24.20744293857556, 20.111874732817732]",,,,,TRUE,2277.72,2,-2,559047.0344,TRUE
1202,500,450900,"[0.0, 10.0, 2.997, 21.924584718425642, 24.951290584025458, 20.346475114847987]",,,,,TRUE,2295.702,2,-0.962517036,559618.9339,TRUE
1203,500,450900,"[0.0, 10.0, 2.997, 21.95522053798214, 25.09023995638338, 20.377110934404485]",,,,,TRUE,2289.708,2,-0.892140133,560174.8836,TRUE
1204,0,900,"[0.0, 10.0, -2.997, 13.13771894641425, 9.494800287162974, 11.96108540383622]",,,,,TRUE,-5.994,0,3.382128343,560171.5014,TRUE
1205,500,450900,"[0.0, 10.0, 2.997, 21.71973961146078, 24.23782359618138, 20.141630007883126]",,,,,TRUE,2289.708,2,-2,560725.9382,TRUE
1206,500,450900,"[0.0, 10.0, 2.997, 20.86978837233797, 23.95145757436199, 19.291678768760313]",,,,,TRUE,2265.732,2,-0.178067972,561304.8902,TRUE
1207,500,450900,"[0.0, 10.0, 2.997, 21.346911279430152, 23.8292775589518, 19.768801675852497]",,,,,TRUE,2301.696,2,-2,561857.2774,TRUE
1208,500,450900,"[0.0, 10.0, 2.997, 22.670972094432184, 25.821162477034964, 21.09286249085453]",,,,,TRUE,2283.714,2,-0.769799304,562433.4357,TRUE
1209,500,450900,"[0.0, 10.0, 0.0, 22.26441375764057, 22.409018548290874, 20.686304154062913]",,,,,TRUE,2283.714,1,-1.087692283,563010.6257,TRUE
1210,500,450900,"[0.0, 10.0, 2.997, 21.79950502666277, 24.319272975103914, 20.221395423085117]",,,,,TRUE,2295.702,2,-2,563569.1855,TRUE
1211,500,450900,"[0.0, 10.0, 2.997, 22.200650493467787, 25.363838163052275, 20.622540889890132]",,,,,TRUE,2307.69,2,-0.835941976,564147.8653,TRUE
1212,500,450900,"[0.0, 10.0, 2.997, 22.447851293479868, 24.982625880386195, 20.869741689902213]",,,,,TRUE,2313.684,2,-0.449219729,564712.8099,TRUE
1213,500,450900,"[0.0, 10.0, 2.997, 21.8994039675566, 24.41638557137438, 20.321294363978947]",,,,,TRUE,2295.702,2,-2,565294.8412,TRUE
1214,500,450900,"[0.0, 10.0, 0.0, 22.18452205058721, 22.350369229601732, 20.606412447009554]",,,,,TRUE,2295.702,1,-1.08871307,565868.7828,TRUE
1215,500,450900,"[0.0, 10.0, 2.997, 21.923675734809752, 24.447112868010468, 20.345566131232097]",,,,,TRUE,2295.702,2,-2,566426.0661,TRUE
1216,500,450900,"[0.0, 10.0, 2.997, 21.836624801409965, 24.329341888698174, 20.25851519783231]",,,,,TRUE,2289.708,2,-2,566999.9722,TRUE
1217,500,450900,"[0.0, 10.0, 2.997, 21.631582971993083, 24.14780588656584, 20.05347336841543]",,,,,TRUE,2283.714,2,-2,567591.211,TRUE
1218,500,450900,"[0.0, 10.0, 2.997, 21.97768383095038, 25.113177011331018, 20.399574227372725]",,,,,TRUE,2277.72,2,-0.888097315,568178.7809,TRUE
1219,500,450900,"[0.0, 10.0, 0.0, 22.25837883495653, 22.425737457902443, 20.680269231378876]",,,,,TRUE,2307.69,1,-1.076103251,568716.5578,TRUE
1220,500,450900,"[0.0, 10.0, 2.997, 21.851842836115033, 24.372717874851922, 20.273733232537378]",,,,,TRUE,2295.702,2,-2,569271.9374,TRUE
1221,500,450900,"[0.0, 10.0, 2.997, 21.801073619569006, 24.320874687381856, 20.22296401599135]",,,,,TRUE,2295.702,2,-2,569840.0514,TRUE
1222,500,450900,"[0.0, 10.0, 2.997, 22.015730538254253, 25.152027493598435, 20.4376209346766]",,,,,TRUE,2313.684,2,-0.881282431,570385.0738,TRUE
1223,500,450900,"[0.0, 10.0, 2.997, 22.143496362527976, 25.28249050606236, 20.56538675895032]",,,,,TRUE,2277.72,2,-0.858696015,570958.7286,TRUE
1224,500,450900,"[0.0, 10.0, 2.997, 22.063338709355943, 25.223579901584984, 20.485229105778288]",,,,,TRUE,2289.708,2,-0.859776391,571542.7382,TRUE
1225,500,450900,"[0.0, 10.0, 0.0, 22.257446900053797, 22.424833630372028, 20.67933729647614]",,,,,TRUE,2265.732,1,-1.076235621,572119.8341,TRUE
1226,500,450900,"[0.0, 10.0, 2.997, 21.803712727160047, 24.827866372268687, 20.225603123582392]",,,,,TRUE,2277.72,2,-0.986057865,572705.5371,TRUE
1227,500,450900,"[0.0, 10.0, 2.997, 21.996405861601442, 25.132294751062236, 20.418296258023787]",,,,,TRUE,2283.714,2,-0.884738533,573301.8922,TRUE
1228,500,450900,"[0.0, 10.0, 2.997, 22.160073401341922, 25.32240444035594, 20.581963797764267]",,,,,TRUE,2301.696,2,-0.842926349,573852.7509,TRUE
1229,500,450900,"[0.0, 10.0, 2.997, 22.220028039842042, 25.360685618391248, 20.641918436264387]",,,,,TRUE,2313.684,2,-0.845351649,574396.6785,TRUE
