episode,step,time,air_temperature,ground_temperature,hvac_temperature,basement_temperature,main-temperature,attic_temperature,heat_added,action,reward,total_reward,terminal
3139,500,450900,"[0.0, 10.0, 2.997, 20.944305134460034, 23.418124159014873, 19.36619553088238]",,,,,TRUE,2229.768,2,-1.225101538,1244587.839,TRUE
3140,0,900,"[0.0, 10.0, -2.997, 10.92452056530549, 7.714676474266796, 10.856148683278803]",,,,,TRUE,-5.994,0,3.912171091,1244583.927,TRUE
3141,500,450900,"[0.0, 10.0, 2.997, 21.38441676611648, 24.3997164033567, 19.806307162538825]",,,,,TRUE,2235.762,2,-0.252526906,1245100.849,TRUE
3142,500,450900,"[0.0, 10.0, 2.997, 21.342985650022033, 24.356364989322728, 19.76487604644438]",,,,,TRUE,2247.75,2,-0.252686558,1245610.729,TRUE
3143,500,450900,"[0.0, 10.0, 2.997, 21.608286625245217, 24.735758153296544, 20.030177021667562]",,,,,TRUE,2271.726,2,-0.160640758,1246117.351,TRUE
3144,500,450900,"[0.0, 10.0, 0.0, 21.791351176433498, 21.953747896876887, 20.213241572855843]",,,,,TRUE,2247.75,1,-0.397323145,1246626.848,TRUE
3145,500,450900,"[0.0, 10.0, 2.997, 21.67651082468036, 24.80564635026935, 20.098401221102705]",,,,,TRUE,2283.714,2,-0.164402567,1247127.676,TRUE
3146,500,450900,"[0.0, 10.0, 2.997, 21.608029881078174, 24.62805289741795, 20.02992027750052]",,,,,TRUE,2259.738,2,-0.260781212,1247597.987,TRUE
3147,500,450900,"[0.0, 10.0, 2.997, 21.610780678175026, 24.738528562353295, 20.03267107459737]",,,,,TRUE,2259.738,2,-0.160573966,1248095.613,TRUE
3148,500,450900,"[0.0, 10.0, 2.997, 22.20248970283553, 25.235285810615046, 20.624380099257873]",,,,,TRUE,2259.738,2,-0.910188417,1248605.12,TRUE
3149,500,450900,"[0.0, 10.0, 2.997, 20.847230314838104, 23.822249052625047, 19.26912071126045]",,,,,TRUE,2247.75,2,-0.287635015,1249113.607,TRUE
3150,500,450900,"[0.0, 10.0, 2.997, 21.536977595001513, 24.663166943721695, 19.95886799142386]",,,,,TRUE,2241.756,2,-0.15684717,1249608.968,TRUE
3151,500,450900,"[0.0, 10.0, 2.997, 21.274060809821027, 24.287032853181593, 19.69595120624337]",,,,,TRUE,2253.744,2,-0.250676808,1250103.374,TRUE
3152,500,450900,"[0.0, 10.0, 2.997, 21.90483956926827, 25.03879538562931, 20.326729965690614]",,,,,TRUE,2247.75,2,-0.901262124,1250597.908,TRUE
3153,500,450900,"[0.0, 10.0, 2.997, 21.611293940034553, 24.127088507921833, 20.033184336456898]",,,,,TRUE,2271.726,2,-2,1251071.136,TRUE
3154,500,450900,"[0.0, 10.0, 2.997, 21.684171855964415, 24.813469115013696, 20.10606225238676]",,,,,TRUE,2259.738,2,-0.164880747,1251593.416,TRUE
3155,500,450900,"[0.0, 10.0, 2.997, 21.5515703444796, 24.06610409752891, 19.973460740901945]",,,,,TRUE,2235.762,2,-2,1252112.762,TRUE
3156,500,450900,"[0.0, 10.0, 2.997, 21.263172485910495, 23.766710113196023, 19.68506288233284]",,,,,TRUE,2259.738,2,-2,1252617.626,TRUE
3157,1,1800,"[0.0, 10.0, -2.997, 13.792107397714917, 9.710220792444373, 12.116271963124083]",,,,,TRUE,-11.988,0,3.262354977,1252612.517,TRUE
3158,500,450900,"[0.0, 10.0, 2.997, 21.673542516793738, 24.802615376905425, 20.095432913216083]",,,,,TRUE,2241.756,2,-0.164219107,1253098.786,TRUE
3159,500,450900,"[0.0, 10.0, 2.997, 21.95214080241582, 25.087095204150497, 20.374031198838164]",,,,,TRUE,2247.75,2,-0.892695594,1253607.74,TRUE
3160,500,450900,"[0.0, 10.0, 2.997, 21.890312822963658, 25.02396206170421, 20.312203219386003]",,,,,TRUE,2241.756,2,-0.903906383,1254070.412,TRUE
3161,1,1800,"[0.0, 10.0, -2.997, 10.38251000513945, 8.662359810781991, 14.6518293566068]",,,,,TRUE,-11.988,0,3.361084266,1254065.055,TRUE
3162,500,450900,"[0.0, 10.0, 2.997, 21.414105668935033, 23.92083987173237, 19.835996065357378]",,,,,TRUE,2247.75,2,-2,1254558.491,TRUE
3163,500,450900,"[0.0, 10.0, 0.0, 21.71406350922193, 21.86993098941205, 20.135953905644275]",,,,,TRUE,2253.744,1,-0.396206227,1255022.974,TRUE
3164,500,450900,"[0.0, 10.0, 2.997, 21.454118317128476, 23.96785330194244, 19.87600871355082]",,,,,TRUE,2259.738,2,-2,1255509.484,TRUE
3165,500,450900,"[0.0, 10.0, 0.0, 21.846414698079357, 22.005123929427, 20.268305094501702]",,,,,TRUE,2247.75,1,-1.148408362,1256018.56,TRUE
3166,500,450900,"[0.0, 10.0, 2.997, 21.651466335354936, 24.168108990138936, 20.07335673177728]",,,,,TRUE,2241.756,2,-2,1256534.53,TRUE
3167,500,450900,"[0.0, 10.0, 2.997, 21.37829643007786, 23.890217781880928, 19.800186826500205]",,,,,TRUE,2217.78,2,-2,1257024.836,TRUE
3168,500,450900,"[0.0, 10.0, 2.997, 21.488928718865687, 24.506434727460153, 19.91081911528803]",,,,,TRUE,2241.756,2,-0.255619046,1257547.315,TRUE
3169,500,450900,"[0.0, 10.0, 2.997, 21.344442241310652, 23.854605446755887, 19.766332637732994]",,,,,TRUE,2259.738,2,-2,1258015.904,TRUE
3170,500,450900,"[0.0, 10.0, 2.997, 21.70418336514074, 24.72623583181054, 20.126073761563084]",,,,,TRUE,2259.738,2,-1.005860183,1258503.749,TRUE
3171,500,450900,"[0.0, 10.0, 2.997, 21.47493199892803, 23.987849998061886, 19.896822395350377]",,,,,TRUE,2253.744,2,-2,1258987.054,TRUE
3172,500,450900,"[0.0, 10.0, 2.997, 21.30042837952297, 23.80965003074898, 19.722318775945315]",,,,,TRUE,2265.732,2,-2,1259483.271,TRUE
3173,500,450900,"[0.0, 10.0, 2.997, 21.704245468806906, 24.833966505648064, 20.12613586522925]",,,,,TRUE,2235.762,2,-0.166165827,1259985.032,TRUE
3174,500,450900,"[0.0, 10.0, 2.997, 21.53440190376844, 24.660311460649346, 19.956292300190785]",,,,,TRUE,2235.762,2,-0.156932347,1260438.958,TRUE
3175,500,450900,"[0.0, 10.0, 0.0, 21.901559787470386, 22.061433297299267, 20.32345018389273]",,,,,TRUE,2253.744,1,-1.138453228,1260895.532,TRUE
3176,500,450900,"[0.0, 10.0, 2.997, 21.698820749228794, 24.216463133074807, 20.12071114565114]",,,,,TRUE,2247.75,2,-2,1261370.316,TRUE
3177,500,450900,"[0.0, 10.0, 2.997, 21.66093549277693, 24.78974220365, 20.082825889199274]",,,,,TRUE,2241.756,2,-0.163451138,1261836.6,TRUE
3178,500,450900,"[0.0, 10.0, 2.997, 21.467110171270466, 23.9798608698285, 19.88900056769281]",,,,,TRUE,2223.774,2,-2,1262316.558,TRUE
3179,500,450900,"[0.0, 10.0, 2.997, 21.062071811105454, 23.5662137116103, 19.483962207527803]",,,,,TRUE,2235.762,2,-1.246911096,1262791.508,TRUE
3180,500,450900,"[0.0, 10.0, 2.997, 21.74121118325371, 24.900913005794045, 20.163101579676056]",,,,,TRUE,2265.732,2,-0.142471628,1263269.082,TRUE
3181,500,450900,"[0.0, 10.0, 0.0, 22.00756290190923, 22.16968446013604, 20.429453298331573]",,,,,TRUE,2271.726,1,-1.119557392,1263737.958,TRUE
3182,500,450900,"[0.0, 10.0, 2.997, 22.003420929930726, 25.162444849156554, 20.42531132635307]",,,,,TRUE,2247.75,2,-0.870295384,1264234.528,TRUE
3183,500,450900,"[0.0, 10.0, 0.0, 22.36603975410958, 22.54062669649551, 20.787930150531924]",,,,,TRUE,2229.768,1,-1.055247804,1264729.138,TRUE
3184,500,450900,"[0.0, 10.0, 2.997, 21.785923463235065, 24.917366182163924, 20.20781385965741]",,,,,TRUE,2253.744,2,-0.171886848,1265207.337,TRUE
3185,500,450900,"[0.0, 10.0, 2.997, 21.533721007697693, 24.659842070789427, 19.955611404120038]",,,,,TRUE,2217.78,2,-0.156695922,1265695.095,TRUE
3186,500,450900,"[0.0, 10.0, 2.997, 22.039595743491525, 25.205501958931407, 20.46148613991387]",,,,,TRUE,2259.738,2,-0.860451862,1266168.71,TRUE
3187,500,450900,"[0.0, 10.0, 2.997, 21.269810193595628, 24.281644733354927, 19.691700590017973]",,,,,TRUE,2253.744,2,-0.251666079,1266644.385,TRUE
3188,500,450900,"[0.0, 10.0, 2.997, 21.664648719659773, 24.685866564010645, 20.08653911608212]",,,,,TRUE,2247.75,2,-1.013836315,1267112.65,TRUE
3189,500,450900,"[0.0, 10.0, 0.0, 21.867005403191136, 22.003162495405828, 20.28889579961348]",,,,,TRUE,2241.756,1,-1.158162492,1267580.742,TRUE
3190,500,450900,"[0.0, 10.0, 0.0, 21.989143029028398, 22.15576303283947, 20.411033425450743]",,,,,TRUE,2235.762,1,-1.120026908,1268054.624,TRUE
3191,500,450900,"[0.0, 10.0, 2.997, 21.56187896829819, 24.580925043233353, 19.983769364720533]",,,,,TRUE,2241.756,2,-0.258570706,1268518.517,TRUE
3192,500,450900,"[0.0, 10.0, 2.997, 21.606134276663116, 24.121819944562674, 20.02802467308546]",,,,,TRUE,2259.738,2,-2,1269003.392,TRUE
3193,1,1800,"[0.0, 10.0, -2.997, 15.031894189468165, 9.893617718880177, 11.543786901611298]",,,,,TRUE,-11.988,0,3.129974668,1268997.768,TRUE
3194,500,450900,"[0.0, 10.0, 0.0, 22.078092073409852, 22.24164472788825, 20.499982469832197]",,,,,TRUE,2235.762,1,-1.10719457,1269500.917,TRUE
3195,500,450900,"[0.0, 10.0, 2.997, 21.24991618456846, 23.758071463412172, 19.671806580990804]",,,,,TRUE,2259.738,2,-2,1269982.444,TRUE
3196,500,450900,"[0.0, 10.0, 2.997, 21.529694447486026, 24.54806324150256, 19.95158484390837]",,,,,TRUE,2235.762,2,-0.257184699,1270468.51,TRUE
3197,500,450900,"[0.0, 10.0, 2.997, 21.40094980159959, 23.9123037762367, 19.82284019802194]",,,,,TRUE,2247.75,2,-2,1270948.816,TRUE
3198,500,450900,"[0.0, 10.0, 0.0, 21.793032097737427, 21.950566698550706, 20.214922494159772]",,,,,TRUE,2217.78,1,-0.401818445,1271430.334,TRUE
3199,500,450900,"[0.0, 10.0, 2.997, 21.65958613758602, 24.788364361979, 20.081476534008367]",,,,,TRUE,2259.738,2,-0.163370014,1271908.509,TRUE
3200,500,450900,"[0.0, 10.0, 2.997, 21.421247004972933, 24.436278435327193, 19.84313740139528]",,,,,TRUE,2259.738,2,-0.254481884,1272403.784,TRUE
3201,500,450900,"[0.0, 10.0, 2.997, 21.659680634653284, 24.6807935913447, 20.08157103107563]",,,,,TRUE,2259.738,2,-0.263583939,1272903.089,TRUE
3202,500,450900,"[0.0, 10.0, 2.997, 21.441268018183635, 23.953473158177374, 19.86315841460598]",,,,,TRUE,2241.756,2,-2,1273372.616,TRUE
3203,0,900,"[0.0, 10.0, -2.997, 12.887906620700623, 9.244092004672526, 11.949504306029624]",,,,,TRUE,-5.994,0,3.437090889,1273369.179,TRUE
3204,500,450900,"[0.0, 10.0, 2.997, 21.673743855653296, 24.802820966276535, 20.09563425207564]",,,,,TRUE,2223.774,2,-0.164231519,1273858.873,TRUE
3205,500,450900,"[0.0, 10.0, 2.997, 21.40040571246398, 24.414997278613576, 19.82229610888632]",,,,,TRUE,2235.762,2,-0.253932033,1274363.311,TRUE
3206,500,450900,"[0.0, 10.0, 2.997, 21.72349528595029, 24.74617915389892, 20.145385682372634]",,,,,TRUE,2241.756,2,-1.001842755,1274843.721,TRUE
3207,500,450900,"[0.0, 10.0, 0.0, 22.0150893254697, 22.177359578579242, 20.436979721892044]",,,,,TRUE,2247.75,1,-1.118233964,1275368.649,TRUE
3208,500,450900,"[0.0, 10.0, 2.997, 21.57722582685854, 24.09230119758804, 19.999116223280886]",,,,,TRUE,2265.732,2,-2,1275890.554,TRUE
3209,500,450900,"[0.0, 10.0, 2.997, 21.27964483096902, 24.400178315020504, 19.701535227391364]",,,,,TRUE,2217.78,2,-0.148552743,1276393.841,TRUE
3210,500,450900,"[0.0, 10.0, 0.0, 22.481705990746985, 22.6538372768479, 20.90359638716933]",,,,,TRUE,2247.75,1,-1.038664567,1276882.002,TRUE
3211,500,450900,"[0.0, 10.0, 2.997, 21.40275449295698, 23.91414656677978, 19.824644889379325]",,,,,TRUE,2247.75,2,-2,1277355.929,TRUE
3212,500,450900,"[0.0, 10.0, 2.997, 21.863108145877437, 24.996243071273113, 20.284998542299782]",,,,,TRUE,2259.738,2,-0.908840277,1277833.209,TRUE
3213,500,450900,"[0.0, 10.0, 0.0, 22.04983794792489, 22.2128417856931, 20.471728344347234]",,,,,TRUE,2247.75,1,-1.112117151,1278339.36,TRUE
3214,1,1800,"[0.0, 10.0, -2.997, 12.10438857953645, 9.514494832208559, 14.04358828460337]",,,,,TRUE,-11.988,0,3.227219384,1278333.433,TRUE
3215,500,450900,"[0.0, 10.0, 2.997, 21.76914313893067, 24.900234241643595, 20.191033535353014]",,,,,TRUE,2253.744,2,-0.170644364,1278826.735,TRUE
3216,500,450900,"[0.0, 10.0, 0.0, 21.633083382132824, 21.152337972144256, 20.054973778555166]",,,,,TRUE,2253.744,1,-2.25,1279321.411,TRUE
3217,500,450900,"[0.0, 10.0, 2.997, 21.349166812805283, 23.854519882387603, 19.771057209227628]",,,,,TRUE,2259.738,2,-2,1279830.819,TRUE
3218,500,450900,"[0.0, 10.0, 2.997, 22.17984356211253, 25.34259197268306, 20.601733958534876]",,,,,TRUE,2271.726,2,-0.839518139,1280284.184,TRUE
3219,500,450900,"[0.0, 10.0, 2.997, 21.549612912332815, 24.065150958389708, 19.97150330875516]",,,,,TRUE,2229.768,2,-2,1280793.612,TRUE
3220,500,450900,"[0.0, 10.0, 0.0, 21.896701800964113, 22.056424992244644, 20.31859219738646]",,,,,TRUE,2247.75,1,-1.139354339,1281317.759,TRUE
3221,0,900,"[0.0, 10.0, -2.997, 13.325853748291726, 8.495890277845806, 10.723614877969535]",,,,,TRUE,-5.994,0,3.576829495,1281314.183,TRUE
3222,500,450900,"[0.0, 10.0, 2.997, 21.431912112966316, 23.94391973874153, 19.85380250938866]",,,,,TRUE,2253.744,2,-2,1281766.207,TRUE
3223,500,450900,"[0.0, 10.0, 0.0, 21.781222446674054, 21.938507731738042, 20.2031128430964]",,,,,TRUE,2223.774,1,-0.400932773,1282262.269,TRUE
3224,500,450900,"[0.0, 10.0, 0.0, 22.41397903595288, 22.58467034995295, 20.835869432375226]",,,,,TRUE,2229.768,1,-1.049890979,1282755.184,TRUE
3225,500,450900,"[0.0, 10.0, 2.997, 22.160506955192535, 25.19246444571248, 20.58239735161488]",,,,,TRUE,2271.726,2,-0.917882866,1283220.096,TRUE
3226,500,450900,"[0.0, 10.0, 2.997, 21.50754191672571, 24.021148354438747, 19.929432313148055]",,,,,TRUE,2259.738,2,-2,1283688.911,TRUE
3227,500,450900,"[0.0, 10.0, 0.0, 21.963562977295346, 22.124745448088483, 20.38545337371769]",,,,,TRUE,2223.774,1,-1.127365516,1284178.792,TRUE
3228,500,450900,"[0.0, 10.0, 0.0, 21.73577773578776, 21.86916445524073, 20.157668132210105]",,,,,TRUE,2253.744,1,-0.418279443,1284644.184,TRUE
3229,500,450900,"[0.0, 10.0, 2.997, 21.437823668487425, 23.949956094215352, 19.85971406490977]",,,,,TRUE,2229.768,2,-2,1285146.729,TRUE
3230,500,450900,"[0.0, 10.0, 2.997, 21.530973329669326, 24.54936912692967, 19.95286372609167]",,,,,TRUE,2253.744,2,-0.257237212,1285632.802,TRUE
3231,500,450900,"[0.0, 10.0, 2.997, 21.699605249670206, 24.829228325976494, 20.12149564609255]",,,,,TRUE,2253.744,2,-0.165864616,1286137.075,TRUE
3232,500,450900,"[0.0, 10.0, 0.0, 21.918469183520287, 22.055712273383204, 20.340359579942636]",,,,,TRUE,2265.732,1,-1.148787158,1286624.284,TRUE
3233,500,450900,"[0.0, 10.0, 2.997, 21.36796317376635, 24.513300356900256, 19.789853570188697]",,,,,TRUE,2253.744,2,-0.129836159,1287081.405,TRUE
3234,0,900,"[0.0, 10.0, -2.997, 12.971524577903422, 9.29998247373263, 11.462681719589863]",,,,,TRUE,-5.994,0,3.473689125,1287077.931,TRUE
3235,500,450900,"[0.0, 10.0, 2.997, 21.598523922970003, 24.11509671101894, 20.020414319392348]",,,,,TRUE,2265.732,2,-2,1287570.318,TRUE
3236,500,450900,"[0.0, 10.0, 2.997, 20.88812082579178, 23.86400281175833, 19.310011222214126]",,,,,TRUE,2253.744,2,-0.285855219,1288055.101,TRUE
3237,500,450900,"[0.0, 10.0, 2.997, 21.765055782521433, 24.89606059725299, 20.186946178943778]",,,,,TRUE,2253.744,2,-0.17034747,1288542.567,TRUE
3238,500,450900,"[0.0, 10.0, 2.997, 21.627954315997012, 24.64839749697301, 20.049844712419358]",,,,,TRUE,2259.738,2,-0.261821496,1289000.649,TRUE
3239,500,450900,"[0.0, 10.0, 2.997, 22.45972040948721, 25.634332850920142, 20.881610805909556]",,,,,TRUE,2271.726,2,-0.789128005,1289513.666,TRUE
3240,0,900,"[0.0, 10.0, -2.997, 13.174471238795318, 7.896179199796896, 9.598552752200417]",,,,,TRUE,-5.994,0,3.76004566,1289509.906,TRUE
3241,500,450900,"[0.0, 10.0, 2.997, 21.78475233951213, 24.916220732419305, 20.206642735934476]",,,,,TRUE,2223.774,2,-0.171753665,1289965.847,TRUE
3242,500,450900,"[0.0, 10.0, 0.0, 21.85593951179125, 21.99191065135979, 20.277829908213594]",,,,,TRUE,2259.738,1,-1.160160821,1290466.972,TRUE
3243,500,450900,"[0.0, 10.0, 2.997, 21.877527504674013, 24.902194446067295, 20.29941790109636]",,,,,TRUE,2259.738,2,-0.972272889,1290975.613,TRUE
3244,500,450900,"[0.0, 10.0, 2.997, 21.83243057531915, 24.964857751885077, 20.254320971741492]",,,,,TRUE,2259.738,2,-0.914506766,1291485.27,TRUE
3245,500,450900,"[0.0, 10.0, 0.0, 21.912500589214314, 22.072605072351802, 20.33439098563666]",,,,,TRUE,2247.75,1,-1.136488718,1292005.365,TRUE
3246,500,450900,"[0.0, 10.0, 2.997, 21.674991253785294, 24.827033871329636, 20.096881650207642]",,,,,TRUE,2277.72,2,-0.143693583,1292537.583,TRUE
3247,500,450900,"[0.0, 10.0, 2.997, 21.724401542478496, 24.854548223591827, 20.146291938900838]",,,,,TRUE,2259.738,2,-0.167503297,1293027.17,TRUE
3248,500,450900,"[0.0, 10.0, 2.997, 21.592608488428382, 24.612306039897398, 20.014498884850724]",,,,,TRUE,2235.762,2,-0.260011398,1293534.461,TRUE
3249,2,2700,"[0.0, 10.0, -2.997, 14.625898183786544, 9.1700139726415, 11.293536349276733]",,,,,TRUE,-17.982,0,3.26650155,1293526.299,TRUE
3250,500,450900,"[0.0, 10.0, 2.997, 21.526750871914885, 24.545058086416134, 19.948641268337234]",,,,,TRUE,2265.732,2,-0.257064052,1294023.806,TRUE
3251,500,450900,"[0.0, 10.0, 2.997, 21.801084496793393, 24.93284992044104, 20.22297489321574]",,,,,TRUE,2265.732,2,-0.920290803,1294547.752,TRUE
3252,500,450900,"[0.0, 10.0, 2.997, 21.454499881995247, 23.966974165486036, 19.87639027841759]",,,,,TRUE,2253.744,2,-2,1295062.115,TRUE
3253,500,450900,"[0.0, 10.0, 2.997, 22.532981473263042, 25.7080927534618, 20.954871869685388]",,,,,TRUE,2265.732,2,-0.777653667,1295552.393,TRUE
3254,500,450900,"[0.0, 10.0, 2.997, 21.384395423258674, 23.895399894136343, 19.80628581968102]",,,,,TRUE,2253.744,2,-2,1296072.592,TRUE
3255,500,450900,"[0.0, 10.0, 0.0, 22.414096492539752, 22.589700142217605, 20.835986888962097]",,,,,TRUE,2241.756,1,-1.047238353,1296564.167,TRUE
3256,500,450900,"[0.0, 10.0, 2.997, 21.649232531815148, 24.777791715472322, 20.071122928237493]",,,,,TRUE,2241.756,2,-0.162754855,1297077.126,TRUE
3257,500,450900,"[0.0, 10.0, 2.997, 21.959345182678152, 25.094451677223933, 20.381235579100498]",,,,,TRUE,2241.756,2,-0.891396648,1297589.597,TRUE
3258,500,450900,"[0.0, 10.0, 2.997, 21.734520098644694, 24.254187634618177, 20.15641049506704]",,,,,TRUE,2223.774,2,-2,1298096.042,TRUE
3259,2,2700,"[0.0, 10.0, -2.997, 14.314069383647933, 8.692680506310356, 10.659008598849445]",,,,,TRUE,-17.982,0,3.419325563,1298087.366,TRUE
3260,500,450900,"[0.0, 10.0, 2.997, 22.288799483390445, 25.45875578747173, 20.71068987981279]",,,,,TRUE,2247.75,2,-0.81823301,1298582.192,TRUE
3261,500,450900,"[0.0, 10.0, 2.997, 22.183381056153756, 25.346214344316902, 20.6052714525761]",,,,,TRUE,2253.744,2,-0.838903701,1299098.803,TRUE
3262,1,1800,"[0.0, 10.0, -2.997, 12.158099504385962, 9.082683064795148, 13.683630993945052]",,,,,TRUE,-11.988,0,3.298990758,1299092.743,TRUE
3263,500,450900,"[0.0, 10.0, 2.997, 21.54963039192695, 24.56842006191331, 19.971520788349295]",,,,,TRUE,2265.732,2,-0.258026611,1299605.775,TRUE
3264,500,450900,"[0.0, 10.0, 0.0, 21.879414089762186, 22.03881997839667, 20.30130448618453]",,,,,TRUE,2253.744,1,-1.142440389,1300069.177,TRUE
3265,500,450900,"[0.0, 10.0, 2.997, 21.638529504275667, 24.659193767515198, 20.060419900698008]",,,,,TRUE,2253.744,2,-0.262396414,1300584.94,TRUE
3266,500,450900,"[0.0, 10.0, 2.997, 22.024687982737724, 25.184160874893713, 20.44657837916007]",,,,,TRUE,2253.744,2,-0.866541009,1301074.343,TRUE
3267,2,2700,"[0.0, 10.0, -2.997, 12.45454856998508, 9.146840159879806, 13.498757204784157]",,,,,TRUE,-17.982,0,3.286707459,1301066.207,TRUE
3268,500,450900,"[0.0, 10.0, 0.0, 22.032456739021946, 22.195093638842707, 20.454347135444287]",,,,,TRUE,2271.726,1,-1.115172651,1301607.141,TRUE
3269,500,450900,"[0.0, 10.0, 2.997, 21.814763666784422, 24.97547646762448, 20.236654063206768]",,,,,TRUE,2271.726,2,-0.148390687,1302084.326,TRUE
3270,500,450900,"[0.0, 10.0, 2.997, 21.546543462396368, 24.06097109199915, 19.968433858818713]",,,,,TRUE,2223.774,2,-2,1302614.314,TRUE
3271,500,450900,"[0.0, 10.0, 2.997, 22.16617972227031, 25.32863967275975, 20.588070118692656]",,,,,TRUE,2277.72,2,-0.8418726,1303118.04,TRUE
3272,500,450900,"[0.0, 10.0, 2.997, 21.847360978651043, 25.003090287301774, 20.269251375073388]",,,,,TRUE,2247.75,2,-0.898236717,1303638.616,TRUE
3273,500,450900,"[0.0, 10.0, 2.997, 21.169638619644104, 23.671201536776586, 19.59152901606645]",,,,,TRUE,2259.738,2,-2,1304139.308,TRUE
3274,500,450900,"[0.0, 10.0, 2.997, 21.835888132002776, 24.997609047539154, 20.25777852842512]",,,,,TRUE,2259.738,2,-0.896672442,1304604.254,TRUE
3275,500,450900,"[0.0, 10.0, 2.997, 21.404104196900597, 24.41877384244591, 19.825994593322942]",,,,,TRUE,2271.726,2,-0.254025775,1305109.608,TRUE
3276,3,3600,"[0.0, 10.0, -2.997, 13.633978127916066, 8.999135671654454, 11.948290119103971]",,,,,TRUE,-11.988,0,3.350891166,1305098.641,TRUE
3277,500,450900,"[0.0, 10.0, 2.997, 21.601403684629556, 24.116989478630188, 20.0232940810519]",,,,,TRUE,2259.738,2,-2,1305586.705,TRUE
3278,500,450900,"[0.0, 10.0, 0.0, 21.78553148458609, 21.91996856595029, 20.207421881008436]",,,,,TRUE,2253.744,1,-0.421855106,1306073.342,TRUE
3279,500,450900,"[0.0, 10.0, 0.0, 21.970746449800977, 22.132080572179913, 20.392636846223322]",,,,,TRUE,2241.756,1,-1.126088003,1306607.895,TRUE
3280,500,450900,"[0.0, 10.0, 2.997, 21.450588784754455, 23.96299067604972, 19.8724791811768]",,,,,TRUE,2271.726,2,-2,1307128.58,TRUE
3281,500,450900,"[0.0, 10.0, 2.997, 21.471836817750326, 23.984677104573702, 19.89372721417267]",,,,,TRUE,2247.75,2,-2,1307638.66,TRUE
3282,500,450900,"[0.0, 10.0, 2.997, 21.556511697568716, 24.071149747303078, 19.97840209399106]",,,,,TRUE,2265.732,2,-2,1308147.517,TRUE
3283,500,450900,"[0.0, 10.0, 2.997, 21.629254601445464, 24.145430538387345, 20.051144997867805]",,,,,TRUE,2265.732,2,-2,1308645.089,TRUE
3284,500,450900,"[0.0, 10.0, 0.0, 21.61630736157905, 21.639504661525024, 20.038197758001395]",,,,,TRUE,2259.738,1,-0.51120742,1309147.12,TRUE
3285,500,450900,"[0.0, 10.0, 2.997, 21.82456110498301, 24.956822147690865, 20.246451501405357]",,,,,TRUE,2253.744,2,-0.915955954,1309657.973,TRUE
3286,500,450900,"[0.0, 10.0, 2.997, 21.399930267763608, 23.912589390446442, 19.821820664185953]",,,,,TRUE,2259.738,2,-2,1310144.877,TRUE
3287,500,450900,"[0.0, 10.0, 2.997, 21.76650908532699, 24.897544116209147, 20.188399481749336]",,,,,TRUE,2265.732,2,-0.170453222,1310674.487,TRUE
3288,500,450900,"[0.0, 10.0, 0.0, 21.98897271340501, 22.127752440973488, 20.410863109827353]",,,,,TRUE,2235.762,1,-1.136043115,1311168.676,TRUE
3289,500,450900,"[0.0, 10.0, 0.0, 22.208404181691094, 22.37966324554274, 20.63029457811344]",,,,,TRUE,2241.756,1,-1.081901925,1311695.819,TRUE
3290,500,450900,"[0.0, 10.0, 0.0, 22.46506566877509, 22.642790954975204, 20.886956065197438]",,,,,TRUE,2223.774,1,-1.038246492,1312194.451,TRUE
3291,500,450900,"[0.0, 10.0, 0.0, 22.223872279315597, 22.39055018835826, 20.64576267573794]",,,,,TRUE,2271.726,1,-1.081963691,1312729.518,TRUE
3292,500,450900,"[0.0, 10.0, 2.997, 21.43602150752706, 23.943208182835377, 19.857911903949404]",,,,,TRUE,2277.72,2,-2,1313314.29,TRUE
3293,500,450900,"[0.0, 10.0, 0.0, 22.040843633317937, 22.20365759043061, 20.462734029740282]",,,,,TRUE,2265.732,1,-1.113697265,1313853.524,TRUE
3294,500,450900,"[0.0, 10.0, 2.997, 21.727770948065128, 24.750321841399874, 20.149661344487473]",,,,,TRUE,2253.744,2,-1.001131412,1314364.719,TRUE
3295,500,450900,"[0.0, 10.0, 2.997, 21.619253532434016, 24.747180288630428, 20.04114392885636]",,,,,TRUE,2265.732,2,-0.161040217,1314855.759,TRUE
3296,0,900,"[0.0, 10.0, -2.997, 11.49865433304693, 8.183095355645893, 11.194528374481493]",,,,,TRUE,-5.994,0,3.773808644,1314851.985,TRUE
3297,500,450900,"[0.0, 10.0, 0.0, 22.132749457343973, 22.29750367665927, 20.554639853766318]",,,,,TRUE,2229.768,1,-1.097653349,1315379.619,TRUE
3298,500,450900,"[0.0, 10.0, 2.997, 21.896287948001852, 24.390264595121504, 20.318178344424197]",,,,,TRUE,2253.744,2,-2,1315872.669,TRUE
3299,500,450900,"[0.0, 10.0, 2.997, 21.61638632440808, 24.63658311432785, 20.038276720830424]",,,,,TRUE,2265.732,2,-0.261213615,1316403.286,TRUE
3300,500,450900,"[0.0, 10.0, 2.997, 21.849543303984802, 24.370369796869404, 20.271433700407147]",,,,,TRUE,2217.78,2,-2,1316892.314,TRUE
3301,500,450900,"[0.0, 10.0, 2.997, 21.849062882238115, 24.874174392454684, 20.27095327866046]",,,,,TRUE,2241.756,2,-0.977161852,1317413.645,TRUE
3302,500,450900,"[0.0, 10.0, 2.997, 21.91784593279098, 25.052076328921984, 20.339736329213327]",,,,,TRUE,2259.738,2,-0.898899952,1317916.338,TRUE
