episode,step,time,air_temperature,ground_temperature,hvac_temperature,basement_temperature,main_temperature,attic_temperature,heat_added,action,reward,total_reward,terminal
93,56,51300,57.75,-4,0,23.4852381931041,29.7350199987338,33.4615976867343,-35.964,1,-4.73031114457029,239.443817263277,True
94,34,31500,63.5,-4,-2.997,20.14977620779,22.7977275731814,30.5734922786514,5.994,0,7.61448708066722,54.7730855469575,True
95,35,32400,48.5,-4,-2.997,20.8762340716493,22.5220661732427,29.2372011087062,-17.982,0,7.72685611336636,36.1492183036522,True
96,10,9900,34.5,-4,-2.997,8.78075879806087,8.58192361908933,14.627422358242,-65.934,0,-4,-17.1467209999126,True
97,97,88200,40,-4,0,20.0455456004999,24.512175406529,26.9985125692988,11.988,1,5.25,101.5,True
98,97,88200,28.55555556,-4,0,17.8398092900083,21.246905403789,23.0185253815208,-17.982,1,5.25,446.501226257131,True
99,39,36000,62,-4,-2.997,22.8067521910599,25.6040967295874,33.1010397235151,11.988,0,-7.75,118.129952509646,True
100,0,900,31.25,-4,-2.997,21.8854299339433,22.5121324079944,25.5608390561485,-5.994,0,5,5,True
101,97,88200,30,-4,0,19.2561631731239,22.878987846379,24.7687104347134,5.994,1,-11.25,270.862289397755,True
102,22,20700,59.25,-4,-2.997,20.606469933448,22.7209423989518,29.9908030004811,29.97,0,7.67329327599614,73.7846690278377,True
103,15,14400,68,-4,0,23.1620847509132,30.246175546773,34.6004912188884,17.982,1,11.7431789397514,17.6202230639424,True
104,97,88200,32,-4,2.997,19.0565710311173,25.8037708194908,24.7235750111744,83.916,2,-11.5,477.5,True
105,1,1800,32,-4,2.997,20.7783708576903,22.7979708179552,18.2340712724123,0,2,-11.5,-3.65157253481054,True
106,29,27000,60,-4,0,23.9305227249514,30.1223900720909,33.7414625184067,17.982,1,-4.76597414136761,116.636696004054,True
107,24,22500,62,-4,0,23.7842785119278,30.1195140499619,33.8463178267037,17.982,1,-4.7596470128329,0.244700449835259,True
108,7,7200,47,-4,-2.997,21.0862009517898,22.1214381305858,27.9360931137852,17.982,0,7.92411523517353,1.87987942391575,True
109,2,2700,39.25,-4,-2.997,22.11324003724,20.6499294013041,22.1441841157085,-5.994,0,5,1.31182119242188,True
110,20,18900,64,-4,0,24.827206875621,31.4612923276053,35.1127171262521,35.964,1,-4.93127498965934,-47.7494426716977,True
111,17,16200,62,-4,0,24.2825969435355,30.5415863934157,34.1777194723802,17.982,1,-4.80557840761752,-89.3956879455773,True
112,20,18900,64,-4,0,23.7311045776756,30.2674151194067,34.1528187000433,29.97,1,-4.770119003631,107.485119048257,True
113,27,25200,61.5,-4,0,23.7073893251374,30.1465028541152,33.9820975104755,0,1,-4.76452434041147,174.635578559016,True
114,32,29700,54.75,-4,-2.997,24.2326162064627,27.075143045294,33.4340812278635,17.982,0,-5.0262154766266,145.206801329515,True
115,26,24300,48,-4,-2.997,20.5163836933391,22.5152465310155,28.6088735081899,0,0,7.86897066646392,158.70144578792,True
116,31,28800,60,-4,0,23.8136660197051,30.0950726208623,33.8012189380962,35.964,1,-4.76341239876763,107.15238201302,True
117,18,17100,60.5,-4,0,24.1274010565961,30.3206195625718,33.9232956687821,11.988,1,-4.78639587586728,-67.124918253155,True
118,0,900,42,-4,-2.997,22.5126075853787,20.1854211406588,24.2810987462081,-5.994,0,5,5,True
119,14,13500,60.75,-4,0,24.1470418728028,30.401615411023,34.0579240000825,5.994,1,-4.79449421893169,87.34719103219,True
120,20,18900,64.75,-4,0,23.6868009625231,30.1993104041806,34.0518216600324,0,1,-4.76012592128257,141.34183496617,True
121,15,14400,61,-4,0,23.9305891096432,30.2012803042756,33.8744448302729,0,1,-4.77217000735252,49.3951085139186,True
122,17,16200,70,-4,0,22.7175204959723,29.5996778377392,33.9492549995451,11.988,1,11.8514232119841,-20.6359173767842,True
123,18,17100,67.75,-4,0,23.5138195461253,30.347563140616,34.4583477855072,17.982,1,-4.76797672572817,49.2744801411473,True
124,20,18900,67.75,-4,0,23.3561281566473,30.2368534797688,34.3965209208562,35.964,1,11.7439672527617,22.2445607962895,True
125,18,17100,58.375,-4,0,24.0160361990259,30.2484691646885,33.9202833766997,11.988,1,-4.78621065280626,89.707679514498,True
126,28,26100,57,-4,0,23.8521853652273,29.9568431594359,33.5426030441239,11.988,1,-4.75746402955166,4.64689734087608,True
127,24,22500,60.75,-4,0,23.8535159615901,30.1776081677271,33.9105153926506,17.982,1,-4.77018722763956,126.499473615496,True
128,97,88200,44,-4,0,23.7564507125775,28.814030947541,31.3159065317257,11.988,1,-5.8661205471275,685.758688194976,True
129,0,900,44.33333333,-4,2.997,21.3383118560901,22.0611755667872,18.259154644276,5.994,2,-8.59879004037187,-8.59879004037187,True
130,24,22500,65.5,-4,2.997,24.2139265845895,34.5212964345847,34.8497705528699,35.964,2,-5.295552846825,-61.502968091066,True
131,6,6300,63.75,-4,0,24.4530961521658,30.7277616695383,34.3234997228727,17.982,1,-4.82270454490466,18.1788060585287,True
132,18,17100,62.5,-4,-2.997,22.2035318637284,24.8292492480135,32.4452046115462,0,0,7.43110099875219,95.5001705187345,True
133,16,15300,65.5,-4,0,23.3381027867463,30.0790777003544,34.1437618007116,23.976,1,11.7545326835114,29.5210617741297,True
134,0,900,47.75,-4,0,20.3523257728507,22.9171677008298,26.7180805493515,0,1,8.16548763499564,8.16548763499564,True
135,97,88200,46.5,-4,0,21.8964466747233,26.9170582420127,29.7408584621303,17.982,1,8.00157647161638,771.713888902811,True
136,26,24300,56.5,-4,0,24.1086176130362,30.0499816834204,33.4836737005232,29.97,1,-4.76850362704089,58.5331018128581,True
137,19,18000,61,-4,0,23.7179240346059,30.0891044263628,33.8670592424541,-5.994,1,-4.75978701962307,102.213168294626,True
138,35,32400,55,-4,0,24.0801231935531,29.968385802685,33.3775732772688,35.964,1,-4.76417001979674,12.7382410754907,True
139,41,37800,59,-4,0,25.4758126692029,31.9349555350039,35.4251862368181,-59.94,1,-4.99844645776019,11.8311418717363,True
140,14,13500,62.5,-4,0,23.8784293251711,30.2940880403959,34.0831995283271,47.952,1,-4.77771321501701,36.6678707859852,True
141,19,18000,60.5,-4,2.997,25.2763569923776,35.4024358221218,35.3349090593065,65.934,2,-4,54.1332960245949,True
142,43,39600,56.5,-4,2.997,24.345676619663,34.1389591108194,34.1263560676375,-17.982,2,-5.28265926550922,123.522280111971,True
143,12,11700,57.5,-4,0,23.870363392778,29.6712455591679,33.2156127238609,11.988,1,-4.68900642845938,-17.8991094663696,True
144,7,7200,59.5,-4,-2.997,23.6235160874443,25.7049468045779,32.7235895496564,11.988,0,-7.75,0.213181566069058,True
145,25,23400,61,-4,0,23.5556512991957,29.9331255896722,33.7249501122452,17.982,1,-4.74221267858683,128.14789817855,True
146,24,22500,61.75,-4,0,23.9002381954578,30.3150939570699,34.1148679972197,29.97,1,-4.78239125004709,43.4168302139813,True
147,2,2700,54.5,-4,2.997,12.4143464544343,21.7160440203013,21.6022741136318,17.982,2,7.50433269866775,-6.8246894239791,True
148,11,10800,60.5,-4,0,24.1237795976796,30.358075138873,34.0000738492324,35.964,1,-4.7905193613926,-19.6190391864569,True
149,13,12600,67,-4,0,23.1894309740426,29.9996420004181,34.1147435080484,5.994,1,11.7686624407391,2.88492626200057,True
150,13,12600,73,-4,0,22.3727253388985,28.9010437951907,33.9286463628461,-11.988,1,9,117.454115077738,True
151,8,8100,69,-4,0,26.2467963948763,33.6771220277817,36.6315440701161,47.952,1,-3.75,76.3547639359522,True
152,5,5400,59,-4,0,26.1935738341775,31.8476904600378,34.5371928447327,23.976,1,-4.98980611416327,-42.4867680968923,True
153,9,9000,65,-4,0,23.9309542360734,30.4352543180544,34.249737552093,23.976,1,-4.7874161881154,-29.9757666435831,True
154,21,19800,68,-4,0,22.9311138273852,29.9378525110336,34.2300290990484,5.994,1,11.7781827375928,-8.82770555268375,True
155,18,17100,64.5,-4,0,24.509462716699,31.1967460150167,35.1180720383123,-11.988,1,-4.87687296286643,17.738530061465,True
156,7,7200,62,-4,2.997,26.3179537042529,35.814625611409,35.0042926521997,47.952,2,-4,-28.6944309026152,True
157,14,13500,68.25,-4,-2.997,22.2327133420026,25.3500398142469,33.2684618986376,5.994,0,8.75,51.6451894244048,True
158,0,900,60,-4,-2.997,21.6518149358089,21.7976904498573,28.4765477793853,-5.994,0,7.80820600042377,7.80820600042377,True
159,9,9000,71,-4,0,22.5153207321678,29.7978220326441,34.3199466728272,11.988,1,11.8037797415969,31.5423996975121,True
160,9,9000,70,-4,0,23.897459512956,30.766079661589,34.8499959287401,23.976,1,-4.80764894640389,86.1990706233567,True
161,14,13500,70.75,-4,0,23.1043632871153,30.2683281601062,34.6574227436822,23.976,1,11.7496631797629,26.5381678193457,True
162,9,9000,70,-4,0,23.5595268314827,30.4171029810232,34.5074458952755,5.994,1,-4.76908409980294,51.0163317160355,True
163,12,11700,73,-4,-2.997,22.2812054447118,25.7950594246933,34.0233362353807,5.994,0,8.75,38.6330909086448,True
164,29,27000,83,-4,0,23.0928130779283,30.9099239189948,36.6455831518302,-83.916,1,11.840243677609,68.8732133387613,True
165,0,900,58,-4,2.997,22.5031124757855,22.7473677960693,15.2282723156309,5.994,2,-8.96849414638282,-8.96849414638282,True
166,12,11700,78,-4,-2.997,22.1256807209489,26.6379611310027,34.4895721559306,11.988,0,11.6262314913702,0.526541261478304,True
167,17,16200,81,-4,0,22.4270487875835,30.4586092655784,35.5236385727434,-29.97,1,11.7593614343949,-21.2003801658625,True
168,10,9900,77,-4,0,22.6050018066267,30.2317567028526,34.9731852728518,-5.994,1,11.7727817769584,-6.49678618536535,True
169,10,9900,78.75,-4,0,22.2361731917717,29.7057514622762,34.5589002831487,23.976,1,11.8778486673051,21.9904423202292,True
170,9,9000,72,-4,-2.997,24.2446348602707,27.6489284894993,35.1485473256898,23.976,0,-4.91714080444986,6.42338936860007,True
171,12,11700,74.75,-4,0,23.2802224705967,30.6655006765408,35.1893402597842,5.994,1,11.717841172427,62.8753826066792,True
172,12,11700,74.25,-4,0,22.8502800431865,30.1716570459081,34.6588129973091,5.994,1,11.7710864843483,99.6928146039018,True
173,29,27000,89,-4,-2.997,19.8488605521996,24.8483584553715,34.3130485644372,-143.856,0,-7.75,22.6329479746545,True
174,12,11700,77.75,-4,0,24.2464654795131,31.4823257437034,36.6821317017359,23.976,1,-4.7451974745938,-5.22372120702442,True
175,3,3600,69.5,-4,2.997,27.5530872894376,36.5582944632474,35.1197436080651,23.976,2,-5.31351216538515,-28.0550222586673,True
176,8,8100,77,-4,2.997,22.4413050951107,33.6114458025176,34.8574286545758,17.982,2,11.351458345705,-38.7755409753313,True
177,7,7200,76.5,-4,2.997,24.6466817476478,35.9385986123749,36.6556874285421,47.952,2,-4,20.7967589711355,True
178,9,9000,81,-4,-2.997,23.1099822966531,28.7855330318101,36.1904088903572,11.988,0,11.22083780729,-6.20562815184757,True
179,6,6300,84.75,-4,-2.997,21.9714951223658,27.0744976675688,36.0641178974315,17.982,0,8.75,-13.348568136301,True
180,5,5400,79,-4,2.997,23.5725709757536,33.7681654049328,35.9643035954263,11.988,2,-4.90633250685085,6.51243025291147,True
181,8,8100,83.75,-4,2.997,25.0959575500483,37.0145906728931,38.1818587156196,53.946,2,-4,15.6595543590456,True
182,7,7200,78.5,-4,0,24.0657749896523,31.7546682215552,36.1287573637693,35.964,1,-4.92844279675937,17.3740422503171,True
183,4,4500,75,-4,0,22.0867077224249,29.3814075659611,34.7764057710112,11.988,1,9,-0.56906067561653,True
184,6,6300,80.75,-4,-2.997,21.6695495606911,25.7912783009252,34.4601127731079,5.994,0,8.75,-12.8244951273004,True
185,26,24300,76,-4,0,22.3480924526755,29.8071996484643,34.6420524494471,-83.916,1,11.849430056721,84.3693270421489,True
186,8,8100,74.25,-4,2.997,22.7430969308245,33.2187102767962,34.8495337409041,23.976,2,11.5135182200839,14.5719020582865,True
187,8,8100,72.5,-4,-2.997,21.8361334704101,25.1266555245882,33.1699725631413,-5.994,0,8.75,104.473474857297,True
188,20,18900,64.25,-4,0,23.5342289184488,30.1673084919345,34.148287126142,5.994,1,-4.75838019860771,-38.6405771121632,True
189,7,7200,66.5,-4,0,24.5301965935991,31.088382653407,34.848048952453,17.982,1,-4.86001645157773,42.1054066705938,True
190,11,10800,71.5,-4,-2.997,22.211452030209,25.7651778195211,33.8402320270072,-11.988,0,8.75,-1.79620754332052,True
191,8,8100,74.25,-4,0,23.4274251701464,30.6563774354233,34.9635003455018,23.976,1,11.7084218094386,6.05061853858678,True
192,10,9900,75.25,-4,0,23.0210644753728,30.5057141949707,35.1261954049157,5.994,1,11.7369180910587,-6.86009759181997,True
193,13,12600,75,-4,0,23.0827609176014,30.6007025836625,35.2516699838615,0,1,11.7252309896009,27.4961558428185,True
194,17,16200,82,-4,0,22.1859809332169,30.3445251857496,35.5212820736585,-47.952,1,11.7750204326026,76.4021597985912,True
195,11,10800,70.33333333,-4,0,21.9867611372696,28.9517254827585,33.4711763181029,0,1,7.67628748940244,-8.66982697110301,True
196,2,2700,64.25,-4,-2.997,21.8119736798949,22.2807886891416,27.8623468773878,-17.982,0,5,-18,True
197,27,25200,71.5,-4,0,22.7357362993924,29.9511715863729,34.398621301115,-83.916,1,11.7887566299174,32.9640574851997,True
198,44,40500,66,-4,-2.997,23.6160290430156,27.3750815814823,35.3437709369756,-119.88,0,-4.90460478701851,33.7644555950409,True
199,14,13500,71.25,-4,0,23.1179758380873,30.2054302430227,34.5146999734454,5.994,1,11.7586245924401,20.4948772569112,True
200,15,14400,65.75,-4,0,23.5517651507739,30.2582375064043,34.2831391833514,0,1,-4.76382679596132,24.1040387023949,True
201,7,7200,68,-4,0,24.3280262076895,30.7554784587592,34.6380998325258,11.988,1,-4.78642443900286,-23.7234747109036,True
202,7,7200,74,-4,0,22.7550831242969,30.1394829385531,34.6990752370425,0,1,11.7744434594183,10.733610909937,True
203,2,2700,69,-4,-2.997,20.6672825221784,22.1893721151978,28.1532541508919,-5.994,0,5,31.5,True
204,12,11700,76.5,-4,0,22.715059398893,30.270248946782,34.9495807414372,11.988,1,11.7671794340619,-16.9326894688579,True
205,4,4500,68.75,-4,-2.997,20.0190190371591,22.7048412568405,29.7641968383194,5.994,0,7.79211292265143,0.402018055612686,True
206,1,1800,65,-4,-2.997,20.8656587259343,22.4287305101494,28.5550353494628,-11.988,0,5,10,True
207,10,9900,77.56976744,-4,-2.997,23.5757834475953,27.9556399937628,36.3364436038617,-5.994,0,-4.93290940338596,-2.99079619940796,True
208,16,15300,68,-4,-2.997,25.0108890252897,29.7208181014197,36.033759906356,11.988,0,-4,-0.233653054391024,True
209,8,8100,62.75,-4,0,24.9195886634099,31.1352509113611,34.6160159819773,35.964,1,-4.8757381973739,27.7631250659887,True
210,8,8100,68.75,-4,-2.997,25.3363936736557,28.725925862854,35.2461753981199,17.982,0,-5.16919997023645,-49.5194563173181,True
211,7,7200,69,-4,2.997,26.5657150212026,36.864018634069,36.6845423286018,47.952,2,-4,24.3126759211523,True
212,9,9000,75,-4,-2.997,22.784342095777,26.8005830698414,34.2000880331166,17.982,0,11.5967036331711,79.5517720925584,True
213,6,6300,72.5,-4,-2.997,20.4396326429495,22.9777177051047,30.4717306977607,-17.982,0,7.68773226060751,32.3620059594659,True
214,2,2700,66.5,-4,-2.997,22.4319161379124,22.4879440595453,27.5756036113261,-17.982,0,5,1.40343778294699,True
215,23,21600,80,-4,0,22.1416712516482,30.0823038188928,35.0865009152828,-29.97,1,11.7986156141347,-64.7697773166192,True
216,9,9000,75,-4,0,25.1883600170798,32.6123348916712,36.7638876362468,23.976,1,-5.02102420781215,61.9798403036332,True
217,12,11700,70.75,-4,-2.997,23.2223962685339,27.6765261565543,34.3500939936415,17.982,0,11.3336085444667,45.8560291568942,True
218,7,7200,69.5,-4,0,24.6629041602484,30.8587350293183,35.1869608019331,29.97,1,-4.70038546270568,51.2685228481087,True
219,6,6300,63.75,-4,0,24.2020672020682,30.2463158007827,34.5578679217692,23.976,1,-4.64604954209253,2.23715115430744,True
220,11,10800,69.5,-4,2.997,26.4373720460393,37.1298709022734,37.3257389993935,71.928,2,-4,-0.197270318746664,True
