episode,step,time,air_temperature,ground_temperature,hvac_temperature,basement_temperature,main_temperature,attic_temperature,heat_added,action,reward,total_reward,terminal
61,0,900,0.370370372,-4,2.997,21.9098661143988,22.6883995507809,20.0866257764652,5.994,2,5,5,True
62,15,14400,-5.555555556,-4,-2.997,7.2822996390515,3.5786352396898,6.98151944621204,0,0,-0.25,-67.9478735297041,True
63,6,6300,-6.527777778,-4,-2.997,10.0625646494516,5.64161044920955,8.27352154303128,-35.964,0,-1.39215560059524,-7.09936176474189,True
64,40,36900,10.83333333,-4,0,20.2599862371965,22.2156571289689,22.4783519918129,227.772,1,21.75,63.5258620637133,True
65,0,900,-2.638888889,-4,0,22.4854298161861,22.4108051687924,18.4856504148518,0,1,5.25,5.25,True
66,41,37800,14.16666667,-4,0,20.672501760705,22.7749843743682,23.4247291928224,227.772,1,5.25,120.133446453018,True
67,0,900,-2.777777778,-4,0,21.4271457424629,20.8778124284396,20.0308934867571,0,1,21.75,21.75,True
68,29,27000,10.55555556,-4,0,20.3430637636181,22.8187358314055,22.3310398616092,173.826,1,21.75,122.843173545946,True
69,36,33300,14.44444444,-4,0,20.6045595443124,22.7802503555032,23.1759581547908,203.796,1,5.25,53.6509728637494,True
70,1,1800,5.833333333,-4,2.997,22.4124600846499,22.0942023630121,15.085406064367,5.994,2,-8.65378741888092,-14.4100331941626,True
71,22,20700,5.694444444,-4,0,20.1176383492009,22.2113238637147,21.453247713945,119.88,1,5.25,38.3614586429714,True
72,28,26100,12.5,-4,0,20.8770589703004,22.9034226449358,23.1807637142199,161.838,1,5.25,247.326386697489,True
73,37,34200,20.83333333,-4,0,9.92436688981814,12.4201480275586,13.784141934212,65.934,1,-2.04323742323259,-158.533047284096,True
74,11,10800,2.777777778,-4,0,20.0170250332752,21.9631806837383,21.1195548161452,59.94,1,5.25,63.2476839306204,True
75,47,43200,21.11111111,-4,0,20.1554196485755,22.8982839145719,24.0722833256519,221.778,1,5.25,246.172351630489,True
76,0,900,7.222222222,-4,0,22.2039526357718,20.4861144695102,16.8039450273232,0,1,5.25,5.25,True
77,63,57600,10.55555556,-4,0,9.44659756930546,11.1562391459188,11.970664279119,179.82,1,-2.30606407068618,-166.437635662265,True
78,54,49500,18.47222222,-4,0,26.1955721933187,29.041482044063,29.7709994326049,305.694000000001,1,-5.88456867309935,52.4269530053398,True
79,27,25200,13.88888889,-4,0,20.1599924424097,22.8912318244001,22.5960901553261,155.844,1,5.25,77.0039648102277,True
80,45,41400,16.94444444,-4,0,20.4556073096662,22.8343451369099,23.7225644760302,215.784,1,5.25,92.0534284334449,True
81,97,88200,0.555555556,-4,-2.997,22.3308628466089,21.1057107669202,23.0361293908895,563.436000000001,0,5,33.5076050705767,True
82,97,88200,0,-4,2.997,22.4729876899242,27.235928469046,23.1695264158865,587.412000000001,2,5,99.9935060447226,True
83,97,88200,-0.555555556,-4,2.997,22.4609460036818,27.2013582525053,23.1227209602439,581.418000000001,2,5,224.674378378451,True
84,5,5400,-1.666666667,-4,-2.997,10.6554511209278,6.23381970042893,8.80991393144794,-35.964,0,-1.32180488601298,-11.8928206446376,True
85,24,22500,14.72222222,-4,0,20.4292352653385,22.4815100820696,23.0864281395913,125.874,1,5.25,200.327821217851,True
86,51,46800,14.72222222,-4,0,9.7811341073051,11.8754498687857,12.9677077230778,83.916,1,-2.14925121377436,-270.093802886822,True
87,42,38700,17.63888889,-4,0,20.3900728817312,22.8368525202635,23.7793139490633,209.79,1,5.25,121.200019580291,True
88,23,21600,15,-4,0,20.3888674903493,22.486354283655,23.0741055404925,119.88,1,5.25,140.07743897046,True
89,0,900,0.555555556,-4,0,20.8454566888851,22.5053998680074,22.1784919976243,0,1,21.75,21.75,True
90,0,900,3.472222222,-4,2.997,22.4273692085523,22.0727460440333,15.0730794662213,5.994,2,-8.63954704257255,-8.63954704257255,True
91,0,900,1.111111111,-4,2.997,21.8246158975699,21.1956754793814,12.2983936136327,5.994,2,7.43287941721633,7.43287941721633,True
92,0,900,-5.555555556,-4,2.997,20.5870510846148,20.1374063815916,19.3304043162761,5.994,2,-9.06028232052334,-9.06028232052334,True
93,56,51300,10.13888889,-4,0,9.55436082295042,11.2941879972688,12.1379736469648,143.856,1,-2.26949094840787,-240.858831890187,True
94,0,900,-0.277777778,-4,2.997,20.3287007639589,21.7533841073572,15.4661331237375,5.994,2,24.4058359636537,24.4058359636537,True
95,97,88200,0.555555556,-4,2.997,22.2469718330982,27.0199349704713,22.9637363307731,587.412000000001,2,5,-205.197262522795,True
96,97,88200,6.111111111,-4,2.997,23.2375224361964,28.4360887583152,24.6460403179152,587.412000000001,2,-8.60634668388157,-379.950581711977,True
97,97,88200,4.444444444,-4,2.997,23.5399176885972,28.6754441140478,24.8432141418225,587.412000000001,2,-8.64049187460087,-535.45902115097,True
98,97,88200,-0.555555556,-4,2.997,20.8189293207481,25.4073007384632,21.2560487059525,563.436000000001,2,21.5,249.442054455726,True
99,5,5400,4.444444444,-4,-2.997,9.77785926296879,6.15507924403728,9.42790603437606,-35.964,0,-2.72427077997997,-15.9917599965198,True
100,17,16200,16.66666667,-4,0,20.1871145251771,22.477316032919,23.2969884227158,71.928,1,5.25,89.2948095351647,True
101,97,88200,2.777777778,-4,2.997,22.1271882349048,26.9892415435564,22.9863602031361,575.424000000001,2,21.5,-229.431401618764,True
102,20,18900,18.05555556,-4,-2.997,22.5473720951646,22.0041098513542,25.8522049106995,89.91,0,-11.5,-188.380749133786,True
103,35,32400,0,-4,-2.997,8.61012692395309,5.58509802929702,9.48100739044799,5.994,0,-1.49016490046039,-27.3102828816541,True
104,4,4500,-1.111111111,-4,-2.997,10.2371102034176,6.24759865742088,9.25103816327421,-29.97,0,-2.66620763777235,-26.3890184758575,True
105,0,900,0,-4,2.997,20.7650330206239,22.942313720574,16.3938301303969,5.994,2,21.5,21.5,True
106,0,900,4.027777778,-4,2.997,22.0430414520459,22.9313964841831,17.1174479171084,5.994,2,5,5,True
107,62,56700,5.972222222,-4,0,20.7897382169682,22.352489948772,22.6384881733198,287.712000000001,1,5.25,14.1689747795697,True
108,41,37800,14.72222222,-4,0,20.6161734903082,22.9620867750758,23.7782244674965,173.826,1,5.25,67.8626054093432,True
109,0,900,6.805555556,-4,0,21.3197145106092,21.3257691277563,22.3630786723011,0,1,-11.25,-11.25,True
110,46,42300,14.58333333,-4,0,20.596542926491,22.9811485404746,23.9055014402101,197.802,1,5.25,71.7324688095281,True
111,10,9900,15.83333333,-4,0,20.6962452772124,22.8082404252156,23.4391280171273,35.964,1,5.25,92.184359167026,True
112,2,2700,12.5,-4,2.997,20.4835511552522,22.3501891917107,16.9353950153524,5.994,2,5,21.0841550124284,True
113,16,15300,16.11111111,-4,0,20.6321500354574,22.9927253037113,23.7984182767689,83.916,1,5.25,115.885096516621,True
114,18,17100,12.08333333,-4,0,20.8563821940673,22.8024015207394,23.3446245554878,77.922,1,5.25,-6.90201201458413,True
115,2,2700,3.75,-4,0,9.94133875624001,12.4481126113876,14.2359804251297,0,1,-4.80409649509559,0.564642662456629,True
116,13,12600,11.38888889,-4,0,20.2578060404125,22.8847075561663,22.5282768102126,77.922,1,5.25,53.75,True
117,41,37800,19.72222222,-4,2.997,26.835767739309,33.4790300650452,30.6749921864176,203.796,2,-5.0854214840618,-82.9920382783557,True
118,31,28800,25,-4,2.997,26.8902289470306,33.9151305015288,31.382092689929,179.82,2,-5.14037439964388,-86.8949054383404,True
119,34,31500,20.69444444,-4,0,20.0268539852802,22.7958228164415,23.9337616122446,125.874,1,5.25,329.526649766972,True
120,71,64800,9.444444444,-4,0,20.6995950138044,22.4495063201639,22.8576137387643,281.718000000001,1,5.25,20.9131263010857,True
121,34,31500,24.44444444,-4,2.997,26.7765089487971,33.78213852958,31.2439312469138,203.796,2,-5.12880376849908,-24.795697017749,True
122,40,36900,19.16666667,-4,2.997,27.0393062761234,33.5928485331656,30.7036990267686,203.796,2,-5.08846010177212,-125.253212837458,True
123,97,88200,13.05555556,-4,0,22.3416485471016,24.3098131335307,24.7956741249196,467.532000000002,1,-11.25,-204.373858663167,True
124,3,3600,14.44444444,-4,0,20.514399949176,22.6418308234645,23.3095004218829,0,1,5.25,23.7971577502774,True
125,0,900,11.80555556,-4,0,20.5576920941095,21.4221101431768,18.0354618339006,0,1,5.25,5.25,True
126,0,900,9.444444444,-4,0,21.7992968474693,20.4626442102638,17.8092562784901,0,1,5.25,5.25,True
127,17,16200,16.11111111,-4,0,20.1896970077941,22.4569219960165,23.2644453151092,59.94,1,5.25,-64.1066443618014,True
128,0,900,7.638888889,-4,0,20.6744509056959,21.5730304764363,23.1611539928046,0,1,5.25,5.25,True
129,23,21600,14.44444444,-4,0,20.5314935827428,22.7249352891509,23.404805649881,119.88,1,5.25,60.3304054184815,True
130,46,42300,15.55555556,-4,0,20.3781193404595,22.7346439769625,23.6133556871899,191.808,1,5.25,99.2066747862076,True
131,15,14400,21.11111111,-4,-2.997,21.9093612338826,22.5038508887505,25.8229605516871,71.928,0,7.93554985866386,20.0179904150534,True
132,33,30600,21.11111111,-4,0,20.1660324713867,22.9314770670323,24.1259990829685,137.862,1,5.25,49.5876750662374,True
133,30,27900,20,-4,2.997,26.859830806647,33.5338738288339,30.7528345436966,185.814,2,-5.09300678428097,54.2350023125523,True
134,94,85500,7.916666667,-4,0,21.3030816474649,22.9213862928801,23.1373894559272,521.478000000002,1,5.25,254.570250755532,True
135,97,88200,9.444444444,-4,2.997,24.6571934041728,30.2326587005779,26.6856062483417,581.418000000001,2,-8.80221968649051,-373.56158669475,True
136,10,9900,10.97222222,-4,0,20.2492530389416,22.1583778921723,22.3736761036935,53.946,1,21.75,159.897165976388,True
137,1,1800,13.33333333,-4,0,22.9757833243849,22.6971192410061,20.6991742204203,0,1,5.25,-6,True
138,14,13500,10.97222222,-4,0,20.3359321404052,22.9574450265532,22.5988329568501,77.922,1,21.75,78.3149411368053,True
139,49,45000,10.41666667,-4,0,20.4837683116394,22.3763557754806,22.9144351697564,203.796,1,5.25,133.821764779514,True
140,43,39600,12.22222222,-4,0,20.7749585795983,22.793475396642,23.3393341225424,215.784,1,5.25,-48.8538152939159,True
141,38,35100,12.91666667,-4,0,20.8468378313818,22.9018298108649,23.5356562847956,185.814,1,5.25,23.8651334384564,True
142,1,1800,9.444444444,-4,0,21.8104281019616,22.6590369569795,21.833673669544,0,1,21.75,27,True
143,21,19800,16.66666667,-4,0,20.3401892280504,22.6976729211952,23.5741682028128,89.91,1,5.25,156.200481177876,True
144,23,21600,16.11111111,-4,0,20.4186956511122,22.7487113733772,23.6063913598673,107.892,1,5.25,82.7924414619394,True
145,1,1800,12.22222222,-4,2.997,21.5635020716779,22.2823271593555,15.9357523319867,5.994,2,-8.57620674975659,-17.0521496238013,True
146,11,10800,14.44444444,-4,0,20.284898727311,22.3976594341117,23.0695459699782,29.97,1,5.25,48.040599468132,True
147,17,16200,12.77777778,-4,0,20.3266127992318,22.4131606725971,23.1013915405083,77.922,1,5.25,64.0374308427859,True
148,32,29700,22.22222222,-4,2.997,26.7834715673938,33.5842596780106,30.890010182555,197.802,2,-5.09823554291054,16.9876660932851,True
149,22,20700,25.83333333,-4,0,26.1271767546215,29.5559875472367,30.7151314622268,89.91,1,-5.99248864314933,-47.9973381589419,True
150,24,22500,28.47222222,-4,2.997,26.8979100546181,34.2458858164486,31.9581824235761,149.85,2,-5.18926389550769,59.7161360810372,True
151,12,11700,27.5,-4,2.997,26.9449108158966,34.0835028671,31.6122546370167,77.922,2,-5.15256610589351,-80.0733118563316,True
152,47,43200,18.33333333,-4,0,20.1179404125762,22.7664369111716,23.8973085286154,185.814,1,5.25,-14.1990122729862,True
153,0,900,16.25,-4,0,21.5995411708272,22.2388146437484,20.5521455074558,0,1,5.25,5.25,True
154,40,36900,21.25,-4,2.997,26.7880490016997,33.5462708933379,30.8269653724229,209.79,2,-5.0960850358586,-83.3315853584482,True
155,1,1800,16.11111111,-4,0,22.1591275145917,22.7092931018473,22.1661809028568,0,1,21.75,27,True
156,1,1800,16.66666667,-4,0,22.3571025544665,22.1568931350393,21.14294013409,0,1,21.75,29.928645722818,True
157,57,52200,15,-4,0,20.2631138721869,22.5478628588036,23.3841985596749,179.82,1,5.25,258.57535599601,True
158,39,36000,26.11111111,-4,2.997,26.8518607089853,34.046088371983,31.654525145296,179.82,2,-5.16744507226429,35.6645247224588,True
159,30,27900,29.86111111,-4,0,26.7892443833884,31.2805881867475,32.1036340411797,131.868,1,-4.95047658867028,-34.2058649418069,True
160,22,20700,27.91666667,-4,0,26.1322086402544,29.7515299844166,31.0558173949107,125.874,1,-6.03604253135375,-16.550957771406,True
161,61,55800,15.27777778,-4,0,20.0713566011818,22.4521414504954,23.313280314754,209.79,1,5.25,143.618912937,True
162,57,52200,15.83333333,-4,0,20.5028980197741,22.926584930611,23.8710133977511,191.808,1,5.25,-9.59241914405185,True
163,0,900,18.61111111,-4,0,21.1509976116163,22.4322829724352,22.8849846323417,0,1,21.75,21.75,True
164,97,88200,24.72222222,-4,2.997,25.1519320243476,31.9121934965092,29.2059051657431,365.634000000001,2,-6.07751154285274,371.322560325431,True
165,19,18000,30.83333333,-4,0,26.0981319202292,30.0111809292243,31.5439883176052,107.892,1,-6.0968490521337,9.78196355307805,True
166,21,19800,30,-4,2.997,26.7648094118551,34.2354704918032,32.0437414181995,131.868,2,-5.19304792438712,17.1825998202291,True
167,93,84600,21.11111111,-4,0,20.2712820868822,22.938723171929,24.0369752740297,317.682000000001,1,5.25,53.4501672921878,True
168,32,29700,32.91666667,-4,2.997,26.7605324755689,34.5545016541112,32.6177541881572,149.85,2,-5.24369297295482,-77.5269022183755,True
169,15,14400,31.94444444,-4,0,26.9356126003652,31.5741199684362,32.4943264237488,89.91,1,-4.98181304144275,1.34218260429718,True
170,30,27900,29.44444444,-4,2.997,26.7858063632455,34.2670939701399,32.0932925115696,143.856,2,-5.20167475575353,42.7294151156837,True
171,97,88200,22.22222222,-4,0,21.5182008689277,24.2942236244132,25.4247823841953,299.700000000001,1,5.25,575.240318561217,True
172,54,49500,15.97222222,-4,0,20.2456711194205,22.5653255651201,23.4234276813133,143.856,1,5.25,33.5269588276285,True
173,89,81000,19.44444444,-4,0,20.3384454489491,22.8448534037756,23.8169886331979,293.706000000001,1,5.25,63.5555850827109,True
174,67,61200,13.33333333,-4,0,20.6034591509799,22.7943232570655,23.5574500794678,197.802,1,5.25,163.13207481454,True
175,18,17100,32.63888889,-4,0,25.9272186166354,29.9852128928064,31.6311567715893,101.898,1,-6.09209248932611,-3.6560552618823,True
176,28,26100,33.75,-4,0,26.5668617906697,31.4268901633795,32.5405348866198,101.898,1,-4.98345403932767,42.3326894871784,True
177,27,25200,36.66666667,-4,-2.997,20.2251509493944,21.3770635822542,26.6091119917359,71.928,0,5,92.242449974012,True
178,41,37800,28.33333333,-4,0,25.7548333782585,29.672161689054,31.260153163171,77.922,1,-6.05599158606479,102.609897703721,True
179,1,1800,31.38888889,-4,0,22.5036886463719,22.8148728334852,20.8118511943594,0,1,-11.25,-22.5,True
180,68,62100,20.69444444,-4,0,20.0380801563772,22.8436411965386,24.087440628357,155.844,1,5.25,21.0700497489375,True
181,11,10800,33.33333333,-4,0,26.5494092084716,31.2610791926433,32.2427209706573,59.94,1,-4.95128222599013,-29.0496644500117,True
182,2,2700,28.88888889,-4,0,22.8341815007711,22.504263935863,20.2950893904983,0,1,5.25,-12.0199745351108,True
183,24,22500,35.41666667,-4,2.997,26.496687767785,34.4921092658251,32.7139794588676,119.88,2,-5.24540670982663,48.1270445506005,True
184,85,77400,19.44444444,-4,0,20.1489279107964,22.8141955483069,23.9422505326298,155.844,1,5.25,215.268018050489,True
185,66,60300,16.25,-4,0,20.3970763554844,22.7404006940843,23.60853482474,215.784,1,5.25,192.515945331023,True
186,54,49500,19.30555556,-4,0,20.0824544101692,22.6957961415218,23.765996508524,143.856,1,5.25,178.76432509913,True
187,59,54000,18.33333333,-4,0,20.1640060046201,22.6363708733945,23.601950428373,119.88,1,5.25,258.288785750251,True
188,1,1800,17.77777778,-4,0,22.8568722411168,22.6410464078528,21.7995260589946,0,1,21.75,13.2772459579008,True
189,0,900,20.41666667,-4,0,20.3287420796288,21.271733565397,15.1792476298392,0,1,-5.93294355978979,-5.93294355978979,True
190,58,53100,14.44444444,-4,-2.997,21.6176242092502,20.4401319406208,24.6965505382902,137.862,0,5,452.324660228321,True
191,1,1800,25.83333333,-4,0,22.2628783278754,22.9245988217838,22.6781367975493,-5.994,1,21.75,29.605651719164,True
192,90,81900,19.72222222,-4,0,20.3430695019785,22.9107753635042,23.9350956720634,215.784,1,5.25,306.08736408027,True
193,66,60300,14.16666667,-4,0,20.3908363269991,22.5245136641518,23.2286036601194,209.79,1,5.25,112.296210241376,True
194,87,79200,18.33333333,-4,0,20.2949084571976,22.8056088018171,23.8004760611101,233.766,1,5.25,540.885587353695,True
195,0,900,20.92592593,-4,0,20.3706095815235,20.3529039341572,21.3073151796623,0,1,21.75,21.75,True
196,58,53100,18.33333333,-4,0,20.2959160039561,22.9530216213614,23.7514304520334,95.904,1,5.25,179.484182662997,True
197,49,45000,16.66666667,-4,0,20.2352010364726,22.7232978178772,23.6558911155939,137.862,1,5.25,375.03248722314,True
198,2,2700,15.55555556,-4,0,22.3377683855981,22.9480249106024,21.994335768454,0,1,5.25,2.17761979753401,True
199,2,2700,20.41666667,-4,0,21.7185814751071,22.0131856602682,20.8969450951203,0,1,21.75,18.5377386634903,True
200,46,42300,17.5,-4,0,20.0154465373846,22.6022645708682,23.6779246992241,131.868,1,5.25,180.708369691043,True
201,0,900,22.08333333,-4,0,22.4348823657118,21.4506195978857,17.1933963510683,0,1,-8.37464233071703,-8.37464233071703,True
202,97,88200,24.16666667,-4,0,19.5324458729879,22.4668649871927,23.7953412040295,209.79,1,5.25,868.75,True
203,51,46800,16.38888889,-4,0,20.2882180984009,22.8606086757708,23.6088391510747,89.91,1,5.25,357.239816861042,True
204,69,63000,16.11111111,-4,0,20.0943222762569,22.4462118876699,23.3343038870358,143.856,1,5.25,347.92465143818,True
205,82,74700,16.66666667,-4,-2.997,22.7417792853774,22.1594764948607,25.6527555656872,161.838,0,-11.5,213.983379934892,True
206,97,88200,25.02583979,-4,0,19.7270364029632,22.8569066110169,24.3438550209819,131.868,1,5.25,263.725152244282,True
207,55,50400,19.59948321,-4,-2.997,20.3780919221182,20.8489045474852,24.1385719840481,89.91,0,-11.5,-207.922982378423,True
208,0,900,18.88888889,-4,2.997,21.9633252450109,21.5001756095107,17.8267810617193,5.994,2,-8.69982937173603,-8.69982937173603,True
209,4,4500,23.47222222,-4,0,20.7529581317523,22.9500612837186,23.5378156390683,0,1,5.25,-23.25,True
210,50,45900,15.41666667,-4,0,20.1018445711921,22.4346690527428,23.3032668100501,59.94,1,5.25,432.65583872603,True
211,56,51300,12.36111111,-4,-2.997,22.7169748169939,22.6313224793088,25.4250956415097,107.892,0,7.8911556910752,305.813744518348,True
212,88,80100,22.5,-4,0,20.1471715867012,22.8795598498423,24.023895148324,167.832,1,5.25,32.224239267444,True
213,1,1800,28.33333333,-4,0,22.0667362237385,20.1981916948244,17.4838603365565,0,1,-11.25,-19.7850932916033,True
214,9,9000,17.5,-4,0,20.1615776368321,22.7490338121865,23.8240853840754,35.964,1,5.25,-25.7715534735725,True
215,70,63900,15.69444444,-4,0,9.64838283111784,11.7411091355626,12.823583032898,53.946,1,-2.18830967102277,97.0485842860097,True
