episode,time,step,time1,air_temperature,ground_temperature,hvac_temperature,basement_temperature,main_temperature,attic_temperature,heat_added,action,reward,total_reward,,,,,,,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,19.92482308,10.45969625,9.718422605,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.7650011,24.91900177,20.1868915,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,20.86601313,23.33822435,19.28790353,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.15540104,23.66255897,19.57729144,,,,,,,,
,,,,,,0,,,,,,,,,10,0,21.70362898,21.72889357,20.12551938,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,12.11143465,9.686277065,14.8771105,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.08519382,23.59091713,19.50708422,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.02781866,24.03586304,19.44970906,,,,,,,,
,,,,,,0,,,,,,,,,10,0,21.95438271,22.12132458,20.37627311,,,,,,,,
,,,,,,0,,,,,,,,,10,0,21.6672487,21.82212796,20.08913909,,,,,,,,
,,,,,,0,,,,,,,,,10,0,21.74744427,21.90891407,20.16933467,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.64379075,24.79517479,20.06568115,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,12.34663432,8.96175049,12.00785841,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.10908525,23.61427759,19.53097564,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.09349335,24.21008463,19.51538375,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,12.74954746,8.802860066,12.68839186,,,,,,,,
,,,,,,0,,,,,,,,,10,0,21.50319653,21.63167273,19.92508693,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.53043481,24.54904294,19.9523252,,,,,,,,
,,,,,,0,,,,,,,,,10,0,21.73800978,21.89438292,20.15990018,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,20.68429931,23.18051101,19.10618971,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.05688454,23.53312801,19.47877494,,,,,,,,
,,,,,,0,,,,,,,,,10,0,21.68303634,21.83829656,20.10492673,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.47058354,24.61808716,19.89247393,,,,,,,,
,,,,,,0,,,,,,,,,10,0,21.35310087,21.36479888,19.77499126,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.97053024,25.13375733,20.39242064,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,20.67280674,23.13472787,19.09469714,,,,,,,,
,,,,,,0,,,,,,,,,10,0,21.66622956,21.69048124,20.08811996,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.62954544,24.75768947,20.05143584,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,20.79469935,23.28807605,19.21658975,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.66450795,24.82127395,20.08639835,,,,,,,,
,,,,,,0,,,,,,,,,10,0,21.27409804,21.39751445,19.69598844,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.45840905,23.97202385,19.88029945,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.90884586,25.04288635,20.33073626,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.13087879,24.13488282,19.55276919,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.00408387,24.00535325,19.42597427,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,20.92998554,23.29610647,19.35187594,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.33098138,24.34515499,19.75287178,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.31289892,23.81748635,19.73478931,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.1316306,22.30126888,20.55352099,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.04403543,24.0510934,19.46592583,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,20.80667026,23.29925395,19.22856066,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.41682881,24.43281488,19.8387192,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.33832425,22.50743133,20.76021465,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.31615633,23.69038211,19.73804673,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,20.89155151,23.25659014,19.31344191,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.08376821,24.61080888,20.5056586,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.69539001,25.86902224,21.11728041,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,12.45365855,8.275488992,11.25514133,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.72083565,25.89501524,21.14272604,,,,,,,,
,,,,,,0,,,,,,,,,10,0,21.98543554,22.14708938,20.40732594,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.18766338,22.35820348,20.60955377,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.78830177,24.91985734,20.21019217,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.79756688,24.92931542,20.21945728,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.91324094,24.93970741,20.33513133,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.57183669,25.61220694,20.99372709,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.46817348,25.61408195,20.89006388,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.31106031,24.42603066,19.7329507,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.50014704,22.67266764,20.92203743,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.56216399,22.71304449,20.98405439,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.65410012,24.67503526,20.07599052,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.82139489,24.94736225,20.24328529,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.31546213,25.35070313,20.73735253,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.35372483,23.72851993,19.77561522,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.6477669,25.82039376,21.0696573,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.16686397,21.6984351,20.58875437,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.72751828,22.91099514,21.14940867,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.75394084,24.77725463,20.17583123,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.64822133,22.82875528,21.07011173,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.37287759,22.51977162,20.79476799,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,14.68120067,8.783740096,10.6118729,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.47751009,22.65543809,20.89940049,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,15.96104245,9.575264788,10.86774692,,,,,,,,
,,,,,,0,,,,,,,,,10,0,23.11690748,23.30866539,21.53879788,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.97425385,24.36243334,20.39614425,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.81801816,23.00213673,21.23990856,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,11.49362104,8.163465329,11.92010414,,,,,,,,
,,,,,,0,,,,,,,,,10,0,23.11397375,23.30562206,21.53586415,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.68476304,22.86112324,21.10665344,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.58507937,25.7610094,21.00696977,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.47552054,25.51412834,20.89741094,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.57860546,24.6994949,20.00049586,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.52709064,25.67424087,20.94898104,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.68472094,25.83520099,21.10661134,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.38184273,24.52124653,19.80373312,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.79667006,24.95126865,20.21856046,,,,,,,,
,,,,,,0,,,,,,,,,10,0,21.82844111,21.34692516,20.2503315,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,14.86636631,8.863324793,10.26548787,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.58289666,25.73121485,21.00478706,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.01064104,25.03811804,20.43253144,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.25952825,21.79327887,20.68141865,,,,,,,,
,,,,,,0,,,,,,,,,10,0,21.67450128,21.19462007,20.09639167,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.99867928,25.02717215,20.42056968,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.7486811,24.13208568,20.1705715,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,20.90813355,23.88316653,19.33002394,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,11.54758355,8.61235493,12.90993646,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.92143709,24.94801603,20.34332748,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.7053932,22.88840298,21.1272836,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.59898408,22.77848875,21.02087448,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.39532365,25.53968193,20.81721405,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.98267656,25.01060835,20.40456696,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.44656374,24.98131115,20.86845414,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.31280155,24.45564476,19.73469195,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.03065795,24.55635361,20.45254835,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.11407739,25.25250783,20.53596778,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.10762601,25.13819609,20.52951641,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.05587886,25.0853565,20.47776925,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.0074177,25.14358409,20.4293081,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.42420435,22.59511151,20.84609475,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.98933237,24.51310998,20.41122277,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.27270335,25.43736438,20.69459374,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.19063276,21.72270568,20.61252316,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.11054437,25.14117606,20.53243477,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.38201879,25.52610844,20.80390919,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.95222444,23.14023423,21.37411483,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.23533739,25.26888423,20.65722779,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.5350611,22.70831878,20.9569515,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.10516727,25.13590869,20.52705767,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.20121832,25.23403515,20.62310872,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.01648815,25.04513374,20.43837854,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.07865304,24.60431678,20.50054344,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,13.59263016,9.522378036,13.23599946,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.98099485,24.50459644,20.40288524,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.97704686,24.50189509,20.39893725,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.12019243,25.15131152,20.54208283,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.49434428,22.66673219,20.91623467,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.57834263,22.75740135,21.00023302,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.25125762,25.39257449,20.67314802,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.13197539,25.16326995,20.55386579,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.35457756,25.49808525,20.77646795,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.16646343,25.30594244,20.58835383,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.4918847,24.50349981,19.91377509,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.19207135,25.33209097,20.61396175,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.98363087,25.01158339,20.40552127,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.16990657,25.30950602,20.59179696,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.20520978,25.34550677,20.62710018,,,,,,,,
,,,,,,0,,,,,,,,,10,0,23.11761798,23.30911943,21.53950838,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.96210982,25.09705097,20.38400021,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,13.48459421,9.564389676,10.7840234,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.11907326,25.2575518,20.54096365,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.34033841,22.4865486,20.7622288,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.14498509,25.28274191,20.56687549,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.94928319,24.97651001,20.37117359,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.03595778,24.56071971,20.45784818,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.92946907,25.09155565,20.35135947,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.3869311,25.55406157,20.8088215,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.74867063,24.77061449,20.17056102,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.24374564,25.38485627,20.66563604,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.02327743,25.05206635,20.44516783,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.99875433,25.13446956,20.42064473,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.64227935,24.63414047,20.06416974,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.26406345,25.40560301,20.68595385,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,12.81503258,8.77708184,12.22648046,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.50543022,22.67805217,20.92732062,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.50909612,25.54842292,20.93098652,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,11.6584091,8.458106409,12.06615458,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.16775283,22.31031963,20.58964322,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.47378678,22.62280141,20.89567718,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.1442992,25.28308706,20.5661896,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.04136342,25.069489,20.46325381,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.39949373,22.5747869,20.82138413,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.8587142,24.37973213,20.2806046,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.91244258,24.93294911,20.33433298,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.81641846,24.84084034,20.23830886,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.47636656,25.64538512,20.89825695,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.89325768,24.91930173,20.31514808,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.93507336,24.96200018,20.35696375,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.91982284,24.44213348,20.34171324,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.71164042,25.89052616,21.13353081,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.30834368,22.45386571,20.73023408,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.01407235,24.53941786,20.43596274,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.50587548,22.67850683,20.92776588,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.49805209,25.66751828,20.91994248,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,14.42047512,8.93791091,11.27013634,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.54907316,22.72752415,20.97096355,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.57788201,24.59131263,19.99977241,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.70148486,25.88015345,21.12337526,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.60077975,24.1163422,20.02267014,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.90107142,24.92728043,20.32296182,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.94973281,23.13769046,21.37162321,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.40533311,22.57585204,20.8272235,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.7268728,24.88572792,20.1487632,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.94553219,24.46838512,20.36742259,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.67561493,22.85673737,21.09750532,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.08478241,25.11487024,20.5066728,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.77306062,24.7906117,20.19495102,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.52356277,25.0599357,20.94545317,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.41843355,22.58921887,20.84032394,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.20452904,25.23714498,20.62641943,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.27531342,25.41708992,20.69720382,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.07889343,25.21652373,20.50078383,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.86707564,26.05028829,21.28896603,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.83166686,24.3531594,20.25355725,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,23.15205052,26.34155033,21.57394091,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,12.9998201,8.063175859,10.30198507,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,11.56743954,9.335862505,14.96580725,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.57650636,22.75553649,20.99839675,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.03964229,24.55958495,20.46153269,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.23881412,24.38009583,19.66070451,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.83589354,24.962227,20.25778394,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.4600349,25.62870868,20.8819253,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.77217676,24.79566464,20.19406716,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.08594065,25.25133317,20.50783105,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.58575076,22.76630273,21.00764116,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.09745852,25.12781395,20.51934891,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.29580895,22.46400555,20.71769935,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.90636455,24.42349093,20.32825495,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.68312476,24.20148346,20.10501516,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.30245873,25.46779569,20.72434912,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.85931473,24.88359659,20.28120512,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.34011844,24.87261864,20.76200884,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.36504064,22.53469878,20.78693104,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.96284071,24.99035374,20.38473111,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.26086125,22.43455866,20.68275164,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.96316789,24.99068782,20.38505828,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.07724478,24.60392394,20.49913518,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.34352912,24.8747848,20.76541951,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.88495629,24.90977947,20.30684668,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.49289827,24.00749961,19.91478867,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.32236406,22.49107361,20.74425446,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.14611508,22.28821217,20.56800548,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.01851237,25.04615564,20.44040277,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.71796595,24.74030721,20.13985635,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.99001729,25.01705889,20.41190768,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.37844722,25.54538841,20.80033761,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.30931132,21.84411348,20.73120172,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.81347102,24.33353381,20.23536142,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.95000694,24.47399996,20.37189734,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.85976096,24.38079081,20.28165136,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.37381891,25.54066237,20.79570931,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.94873218,24.47269829,20.37062258,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.32288509,22.4916533,20.74477549,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.56390033,22.73748576,20.98579072,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.17724384,25.20950688,20.59913424,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.21671634,25.357304,20.63860673,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.01147609,25.04029695,20.43336649,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.0909985,25.22888446,20.5128889,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.31749151,22.48614527,20.73938191,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.96119618,24.47948285,20.38308657,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.28259968,23.65589371,19.70449007,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.7306685,24.24408572,20.1525589,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.38870915,25.55586696,20.81059955,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.0264334,24.55203987,20.4483238,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.91041979,24.43252928,20.33231018,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,14.81277795,8.751294464,10.397601,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.36941064,22.5391134,20.79130104,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.54040829,22.58339888,20.96229868,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.46950476,22.64627596,20.89139515,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.62519406,22.77741755,21.04708446,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.62135446,22.80237701,21.04324486,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.15609455,25.29540242,20.57798495,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.29422731,25.4655091,20.7161177,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.66604386,24.17809678,20.08793426,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.07040161,24.59099317,20.492292,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.74418039,24.26278037,20.16607079,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.9707998,24.99848132,20.39269019,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.99972619,24.51882571,20.42161658,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.05229423,24.03168989,19.47418462,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.18344353,25.21583745,20.60533393,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.78733529,24.30789194,20.20922569,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.73094901,22.9142874,21.1528394,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.44935489,23.93388377,19.87124528,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.20557879,22.34866045,20.62746919,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.92045629,24.44382546,20.34234669,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.16737285,25.30691871,20.58926324,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.78680379,22.96404936,21.20869419,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.56247621,25.73764524,20.9843666,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.24956813,25.41374075,20.67145853,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,23.04303792,25.59039052,21.46492832,,,,,,,,
,,,,,,0,,,,,,,,,10,0,22.38417799,22.55913768,20.80606839,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.10329805,25.26438273,20.52518845,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.93970866,25.0741769,20.36159906,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.93211036,24.95792948,20.35400075,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,23.06430089,20.25767733,21.48619129,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.87770929,24.9034251,20.29959969,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,23.93463401,27.14066801,22.35652441,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.74844025,25.92781904,21.17033064,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.59342629,24.5842459,20.01531669,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.05730854,25.19454363,20.47919894,,,,,,,,
,,,,,,-5.994,,,,,,,,,10,-2.997,19.07784933,10.22377866,9.841813145,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.16127569,25.32358435,20.58316608,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.8704161,24.89597576,20.29230649,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,22.13136513,25.16265971,20.55325552,,,,,,,,
,,,,,,5.994,,,,,,,,,10,2.997,21.72501195,24.24320726,20.14690234,,,,,,,,
